"","Ind","house","age","sex","income"
"1222","ind2098","1981","35-39","m","$75,000 to $99,999"
"1223","ind2099","1891","35-39","m","$60,000 to $74,999"
"1224","ind21","1738","35-39","m","$45,000 to $49,999"
"1225","ind210","1773","35-39","m","$50,000 to $59,999"
"1226","ind2100","1732","35-39","m","$45,000 to $49,999"
"1227","ind2101","2087","35-39","m",NA
"1228","ind2102","1640","35-39","m","$50,000 to $59,999"
"1229","ind2103","1219","35-39","m","Less than $10,000"
"1230","ind2104","1300","35-39","m","$10,000 to $14,999"
"1231","ind2105","2053","35-39","m",NA
"1232","ind2106","2038","35-39","m",NA
"1233","ind2107","1567","35-39","m","$35,000 to $39,999"
"1234","ind2108","1413","35-39","m","$25,000 to $29,999"
"1235","ind2109","1547","35-39","m","$30,000 to $34,999"
"1236","ind211","26","35-39","m","$60,000 to $74,999"
"1237","ind2110","1680","35-39","m","$40,000 to $44,999"
"1238","ind2111","1408","35-39","m","$25,000 to $29,999"
"1239","ind2112","2052","35-39","m",NA
"1240","ind2113","1308","35-39","m","$10,000 to $14,999"
"1241","ind2114","1329","35-39","m","$35,000 to $39,999"
"1242","ind2115","1900","35-39","m","$60,000 to $74,999"
"1243","ind2116","1486","35-39","m","$35,000 to $39,999"
"1244","ind2117","1539","35-39","m","$35,000 to $39,999"
"1245","ind2118","2089","35-39","m",NA
"1246","ind2119","1351","35-39","m","$35,000 to $39,999"
"1247","ind212","2089","35-39","m",NA
"1248","ind2120","1933","35-39","m","$60,000 to $74,999"
"1249","ind2121","1546","35-39","m","$40,000 to $44,999"
"1250","ind2122","1853","35-39","m","$60,000 to $74,999"
"1251","ind2123","1566","35-39","m","$40,000 to $44,999"
"1252","ind2124","1174","35-39","m","Less than $10,000"
"1253","ind2125","2085","35-39","m",NA
"1254","ind2126","2030","35-39","m","$10,000 to $14,999"
"1255","ind2127","1357","35-39","m","$35,000 to $39,999"
"1256","ind2128","1569","35-39","m","$35,000 to $39,999"
"1257","ind2129","1263","35-39","m","$35,000 to $39,999"
"1258","ind213",NA,"35-39","m",NA
"1259","ind2130","1697","35-39","m","$45,000 to $49,999"
"1260","ind2131","2030","35-39","m","$10,000 to $14,999"
"1261","ind2132","1700","35-39","m","$50,000 to $59,999"
"1262","ind2133","1848","35-39","m","$60,000 to $74,999"
"1263","ind2134","2084","35-39","m",NA
"1264","ind2135","2091","35-39","m",NA
"1265","ind2136","1915","35-39","m","$60,000 to $74,999"
"1266","ind2137","1653","35-39","m","$40,000 to $44,999"
"1267","ind2138","1116","35-39","m","Less than $10,000"
"1268","ind2139","1791","35-39","m","$50,000 to $59,999"
"1269","ind214","2072","35-39","m",NA
"1270","ind2140","1643","35-39","m","$40,000 to $44,999"
"1271","ind2141","1905","35-39","m","$60,000 to $74,999"
"1272","ind2142","1194","35-39","m","Less than $10,000"
"1273","ind2143","1267","35-39","m","$10,000 to $14,999"
"1274","ind2144","1504","35-39","m","$35,000 to $39,999"
"1275","ind2145","1265","35-39","m","$35,000 to $39,999"
"1276","ind2146","1916","35-39","m","$60,000 to $74,999"
"1277","ind2147","1285","35-39","m","$35,000 to $39,999"
"1278","ind2148",NA,"35-39","m",NA
"1279","ind2149","1669","35-39","m","$50,000 to $59,999"
"1280","ind215",NA,"35-39","m",NA
"1281","ind2150","1540","35-39","m","$40,000 to $44,999"
"1282","ind2151","2030","35-39","m","$10,000 to $14,999"
"1283","ind2152",NA,"35-39","m",NA
"1284","ind2153","1367","35-39","m","$25,000 to $29,999"
"1285","ind2154","1747","35-39","m","$50,000 to $59,999"
"1286","ind2155","1330","35-39","m","$35,000 to $39,999"
"1287","ind2156","2030","35-39","m","$10,000 to $14,999"
"1288","ind2157","29","35-39","m","$60,000 to $74,999"
"1289","ind2158","1583","40-44","m","$35,000 to $39,999"
"1290","ind2159","1854","40-44","m","$60,000 to $74,999"
"1291","ind216","1824","40-44","m","$60,000 to $74,999"
"1292","ind2160","1241","40-44","m","$10,000 to $14,999"
"1293","ind2161","2086","40-44","m",NA
"1294","ind2162","48","40-44","m","$60,000 to $74,999"
"1295","ind2163","46","40-44","m","$60,000 to $74,999"
"1296","ind2164","1690","40-44","m","$50,000 to $59,999"
"1297","ind2165","1498","40-44","m","$35,000 to $39,999"
"1298","ind2166","1687","40-44","m","$45,000 to $49,999"
"1299","ind2167","1882","40-44","m","$60,000 to $74,999"
"1300","ind2168","2044","40-44","m",NA
"1301","ind2169","1388","40-44","m","$25,000 to $29,999"
"1302","ind217","1199","40-44","m","Less than $10,000"
"1303","ind2170","2092","40-44","m",NA
"1304","ind2171",NA,"40-44","m",NA
"1305","ind2172","1225","40-44","m","Less than $10,000"
"1306","ind2173","1668","40-44","m","$40,000 to $44,999"
"1307","ind2174","1247","40-44","m","$35,000 to $39,999"
"1308","ind2175","1901","40-44","m","$60,000 to $74,999"
"1309","ind2176",NA,"40-44","m",NA
"1310","ind2177","1661","40-44","m","$50,000 to $59,999"
"1311","ind2178","1502","40-44","m","$35,000 to $39,999"
"1312","ind2179","76","40-44","m","$100,000 to $124,999"
"1313","ind218","2030","40-44","m","$10,000 to $14,999"
"1314","ind2180","1169","40-44","m","Less than $10,000"
"1315","ind2181","2079","40-44","m",NA
"1316","ind2182","1382","40-44","m","$25,000 to $29,999"
"1317","ind2183","1465","40-44","m","$35,000 to $39,999"
"1318","ind2184","1083","40-44","m","Less than $10,000"
"1319","ind2185","2085","40-44","m",NA
"1320","ind2186","1768","40-44","m","$50,000 to $59,999"
"1321","ind2187",NA,"40-44","m",NA
"1322","ind2188","1482","40-44","m","$35,000 to $39,999"
"1323","ind2189","1976","40-44","m","$60,000 to $74,999"
"1324","ind219","2030","40-44","m","$10,000 to $14,999"
"1325","ind2190","28","40-44","m","$60,000 to $74,999"
"1326","ind2191","2000","40-44","m","$75,000 to $99,999"
"1327","ind2192","1614","40-44","m","$40,000 to $44,999"
"1328","ind2193","1370","40-44","m","$25,000 to $29,999"
"1329","ind2194","1533","40-44","m","$35,000 to $39,999"
"1330","ind2195","1834","40-44","m","$60,000 to $74,999"
"1331","ind2196","2070","40-44","m",NA
"1332","ind2197","1849","40-44","m","$50,000 to $59,999"
"1333","ind2198","1124","40-44","m","Less than $10,000"
"1334","ind2199","1990","40-44","m","$60,000 to $74,999"
"1335","ind22","2059","40-44","m",NA
"1336","ind220","1996","40-44","m","$60,000 to $74,999"
"1337","ind2200","1487","40-44","m","$30,000 to $34,999"
"1338","ind2201","1098","40-44","m","Less than $10,000"
"1339","ind2202","1371","40-44","m","$35,000 to $39,999"
"1340","ind2203","1612","40-44","m","$35,000 to $39,999"
"1341","ind2204","2018","40-44","m","$60,000 to $74,999"
"1342","ind2205","1427","40-44","m","$25,000 to $29,999"
"1343","ind2206","1113","40-44","m","Less than $10,000"
"1344","ind2207","2076","40-44","m",NA
"1345","ind2208","2078","40-44","m",NA
"1346","ind2209","62","40-44","m","$100,000 to $124,999"
"1347","ind221","49","40-44","m","$75,000 to $99,999"
"1348","ind2210",NA,"40-44","m",NA
"1349","ind2211","2030","40-44","m","$10,000 to $14,999"
"1350","ind2212","1318","40-44","m","$10,000 to $14,999"
"1351","ind2213","2047","40-44","m",NA
"1352","ind2214","2081","40-44","m",NA
"1353","ind2215","1659","40-44","m","$50,000 to $59,999"
"1354","ind2216","39","40-44","m","$60,000 to $74,999"
"1355","ind2217","1825","40-44","m","$60,000 to $74,999"
"1356","ind2218","1468","40-44","m","$35,000 to $39,999"
"1357","ind2219","1327","40-44","m","$35,000 to $39,999"
"1358","ind222","2082","40-44","m",NA
"1359","ind2220","1252","40-44","m","$10,000 to $14,999"
"1360","ind2221","1562","40-44","m","$40,000 to $44,999"
"1361","ind2222","2051","40-44","m",NA
"1362","ind2223","1941","40-44","m","$60,000 to $74,999"
"1363","ind2224","1204","40-44","m","Less than $10,000"
"1364","ind2225","23","40-44","m","$60,000 to $74,999"
"1365","ind2226","1576","40-44","m","$35,000 to $39,999"
"1366","ind2227","2030","40-44","m","$10,000 to $14,999"
"1367","ind2228","2030","40-44","m","$10,000 to $14,999"
"1368","ind2229",NA,"40-44","m",NA
"1369","ind223","2033","40-44","m",NA
"1370","ind2230","1953","40-44","m","$60,000 to $74,999"
"1371","ind2231","1478","40-44","m","$35,000 to $39,999"
"1372","ind2232","1725","40-44","m","$45,000 to $49,999"
"1373","ind2233","1293","40-44","m","$35,000 to $39,999"
"1374","ind2234","2096","40-44","m",NA
"1375","ind2235","2080","40-44","m",NA
"1376","ind2236","1242","40-44","m","$25,000 to $29,999"
"1377","ind2237","1971","40-44","m","$60,000 to $74,999"
"1378","ind2238","1585","40-44","m","$35,000 to $39,999"
"1379","ind2239","2040","40-44","m",NA
"1380","ind224","1938","40-44","m","$60,000 to $74,999"
"1381","ind2240","1148","40-44","m","Less than $10,000"
"1382","ind2241",NA,"40-44","m",NA
"1383","ind2242",NA,"40-44","m",NA
"1384","ind2243","1655","40-44","m","$40,000 to $44,999"
"1385","ind2244","1264","40-44","m","$10,000 to $14,999"
"1386","ind2245","2015","40-44","m","$100,000 to $124,999"
"1387","ind2246",NA,"40-44","m",NA
"1388","ind2247","1812","40-44","m","$50,000 to $59,999"
"1389","ind2248",NA,"40-44","m",NA
"1390","ind2249","40","40-44","m","$60,000 to $74,999"
"1391","ind225","81","40-44","m","$100,000 to $124,999"
"1392","ind2250","1491","40-44","m","$35,000 to $39,999"
"1393","ind2251","1595","40-44","m","$35,000 to $39,999"
"1394","ind2252","1638","40-44","m","$45,000 to $49,999"
"1395","ind2253","1312","40-44","m","$10,000 to $14,999"
"1396","ind2254","1152","40-44","m","Less than $10,000"
"1397","ind2255",NA,"40-44","m",NA
"1398","ind2256","78","40-44","m","$100,000 to $124,999"
"1399","ind2257","50","40-44","m","$75,000 to $99,999"
"1400","ind2258","1189","40-44","m","Less than $10,000"
"1401","ind2259","1670","45-49","m","$40,000 to $44,999"
"1402","ind226","1295","45-49","m","$10,000 to $14,999"
"1403","ind2260","1678","45-49","m","$40,000 to $44,999"
"1404","ind2261","1255","45-49","m","$10,000 to $14,999"
"1405","ind2262","1930","45-49","m","$60,000 to $74,999"
"1406","ind2263","1195","45-49","m","Less than $10,000"
"1407","ind2264","2083","45-49","m",NA
"1408","ind2265","1634","45-49","m","$35,000 to $39,999"
"1409","ind2266","1081","45-49","m","Less than $10,000"
"1410","ind2267","1518","45-49","m","$30,000 to $34,999"
"1411","ind2268","2096","45-49","m",NA
"1412","ind2269","1527","45-49","m","$30,000 to $34,999"
"1413","ind227","1615","45-49","m","$35,000 to $39,999"
"1414","ind2270","2034","45-49","m",NA
"1415","ind2271","2030","45-49","m","$10,000 to $14,999"
"1416","ind2272","2090","45-49","m",NA
"1417","ind2273","1625","45-49","m","$35,000 to $39,999"
"1418","ind2274","1809","45-49","m","$50,000 to $59,999"
"1419","ind2275","1760","45-49","m","$50,000 to $59,999"
"1420","ind2276","1412","45-49","m","$25,000 to $29,999"
"1421","ind2277","2032","45-49","m",NA
"1422","ind2278","1918","45-49","m","$60,000 to $74,999"
"1423","ind2279","1942","45-49","m","$60,000 to $74,999"
"1424","ind228","1429","45-49","m","$25,000 to $29,999"
"1425","ind2280","1142","45-49","m","Less than $10,000"
"1426","ind2281","1574","45-49","m","$35,000 to $39,999"
"1427","ind2282","1363","45-49","m","$20,000 to $24,999"
"1428","ind2283","1851","45-49","m","$50,000 to $59,999"
"1429","ind2284","2054","45-49","m",NA
"1430","ind2285","1352","45-49","m","$10,000 to $14,999"
"1431","ind2286","2090","45-49","m",NA
"1432","ind2287","2046","45-49","m",NA
"1433","ind2288","2098","45-49","m",NA
"1434","ind2289","1778","45-49","m","$50,000 to $59,999"
"1435","ind229","1234","45-49","m","$10,000 to $14,999"
"1436","ind2290","1490","45-49","m","$30,000 to $34,999"
"1437","ind2291","1944","45-49","m","$60,000 to $74,999"
"1438","ind2292","1735","45-49","m","$45,000 to $49,999"
"1439","ind2293","1589","45-49","m","$35,000 to $39,999"
"1440","ind2294","1578","45-49","m","$35,000 to $39,999"
"1441","ind2295","2097","45-49","m",NA
"1442","ind2296","2093","45-49","m",NA
"1443","ind2297","1362","45-49","m","$20,000 to $24,999"
"1444","ind2298","1213","45-49","m","Less than $10,000"
"1445","ind2299","1565","45-49","m","$35,000 to $39,999"
"1446","ind23","2065","45-49","m",NA
"1447","ind230",NA,"45-49","m",NA
"1448","ind2300","1962","45-49","m","$60,000 to $74,999"
"1449","ind2301",NA,"45-49","m",NA
"1450","ind2302",NA,"45-49","m",NA
"1451","ind2303","1865","45-49","m","$50,000 to $59,999"
"1452","ind2304","1128","45-49","m","Less than $10,000"
"1453","ind2305","1816","45-49","m","$50,000 to $59,999"
"1454","ind2306","1418","45-49","m","$25,000 to $29,999"
"1455","ind2307","1542","45-49","m","$30,000 to $34,999"
"1456","ind2308","2042","45-49","m",NA
"1457","ind2309","2066","45-49","m",NA
"1458","ind231","1797","45-49","m","$50,000 to $59,999"
"1459","ind2310","1410","45-49","m","$25,000 to $29,999"
"1460","ind2311",NA,"45-49","m",NA
"1461","ind2312","2030","45-49","m","$10,000 to $14,999"
"1462","ind2313","1686","45-49","m","$45,000 to $49,999"
"1463","ind2314","24","45-49","m","$100,000 to $124,999"
"1464","ind2315","2059","45-49","m",NA
"1465","ind2316","1220","45-49","m","Less than $10,000"
"1466","ind2317","1862","45-49","m","$50,000 to $59,999"
"1467","ind2318","2088","45-49","m",NA
"1468","ind2319",NA,"45-49","m",NA
"1469","ind232","1277","50-54","m","$10,000 to $14,999"
"1470","ind2320","2030","50-54","m","$10,000 to $14,999"
"1471","ind2321","1396","50-54","m","$25,000 to $29,999"
"1472","ind2322","1072","50-54","m","Less than $10,000"
"1473","ind2323","1963","50-54","m","$60,000 to $74,999"
"1474","ind2324","1399","50-54","m","$25,000 to $29,999"
"1475","ind2325","43","50-54","m","$125,000 to $149,999"
"1476","ind2326","80","50-54","m","$150,000 to $199,999"
"1477","ind2327","2039","50-54","m",NA
"1478","ind2328","1184","50-54","m","Less than $10,000"
"1479","ind2329","1187","50-54","m","Less than $10,000"
"1480","ind233","1366","50-54","m","$25,000 to $29,999"
"1481","ind2330","25","50-54","m","$100,000 to $124,999"
"1482","ind2331","54","50-54","m","$150,000 to $199,999"
"1483","ind2332","1571","50-54","m","$35,000 to $39,999"
"1484","ind2333","1349","50-54","m","$10,000 to $14,999"
"1485","ind2334","1132","50-54","m","Less than $10,000"
"1486","ind2335","1228","50-54","m","$10,000 to $14,999"
"1487","ind2336","69","50-54","m","$150,000 to $199,999"
"1488","ind2337","1667","50-54","m","$40,000 to $44,999"
"1489","ind2338",NA,"50-54","m",NA
"1490","ind2339",NA,"50-54","m",NA
"1491","ind234","1783","50-54","m","$50,000 to $59,999"
"1492","ind2340","1748","50-54","m","$50,000 to $59,999"
"1493","ind2341","1858","50-54","m","$50,000 to $59,999"
"1494","ind2342","1596","50-54","m","$35,000 to $39,999"
"1495","ind2343","1801","50-54","m","$50,000 to $59,999"
"1496","ind2344","1156","50-54","m","Less than $10,000"
"1497","ind2345","1763","50-54","m","$50,000 to $59,999"
"1498","ind2346","1743","50-54","m","$45,000 to $49,999"
"1499","ind2347","1361","50-54","m","$15,000 to $19,999"
"1500","ind2348","1815","50-54","m","$50,000 to $59,999"
"1501","ind2349","1496","50-54","m","$30,000 to $34,999"
"1502","ind235","1560","50-54","m","$35,000 to $39,999"
"1503","ind2350","1685","50-54","m","$45,000 to $49,999"
"1504","ind2351","1474","50-54","m","$30,000 to $34,999"
"1505","ind2352","1946","50-54","m","$60,000 to $74,999"
"1506","ind2353","1557","50-54","m","$35,000 to $39,999"
"1507","ind2354","2046","50-54","m",NA
"1508","ind2355","1759","50-54","m","$50,000 to $59,999"
"1509","ind2356",NA,"50-54","m",NA
"1510","ind2357","1875","50-54","m","$60,000 to $74,999"
"1511","ind2358","1866","50-54","m","$60,000 to $74,999"
"1512","ind2359","1980","50-54","m","$75,000 to $99,999"
"1513","ind236","1701","50-54","m","$45,000 to $49,999"
"1514","ind2360","1103","50-54","m","Less than $10,000"
"1515","ind2361","1310","50-54","m","$10,000 to $14,999"
"1516","ind2362","1085","50-54","m","Less than $10,000"
"1517","ind2363","1168","50-54","m","Less than $10,000"
"1518","ind2364",NA,"50-54","m",NA
"1519","ind2365","1119","50-54","m","Less than $10,000"
"1520","ind2366","1590","50-54","m","$35,000 to $39,999"
"1521","ind2367","1630","50-54","m","$35,000 to $39,999"
"1522","ind2368","1964","50-54","m","$60,000 to $74,999"
"1523","ind2369","1597","50-54","m","$35,000 to $39,999"
"1524","ind237","1600","50-54","m","$35,000 to $39,999"
"1525","ind2370","1627","50-54","m","$35,000 to $39,999"
"1526","ind2371","1644","50-54","m","$40,000 to $44,999"
"1527","ind2372","2092","50-54","m",NA
"1528","ind2373","1183","50-54","m","Less than $10,000"
"1529","ind2374","1943","50-54","m","$60,000 to $74,999"
"1530","ind2375","1766","50-54","m","$50,000 to $59,999"
"1531","ind2376","1856","50-54","m","$50,000 to $59,999"
"1532","ind2377",NA,"50-54","m",NA
"1533","ind2378","1245","50-54","m","$10,000 to $14,999"
"1534","ind2379","1922","50-54","m","$60,000 to $74,999"
"1535","ind238","1808","50-54","m","$50,000 to $59,999"
"1536","ind2380",NA,"50-54","m",NA
"1537","ind2381","1235","50-54","m","$10,000 to $14,999"
"1538","ind2382","2067","50-54","m",NA
"1539","ind2383","1163","50-54","m","Less than $10,000"
"1540","ind2384","1289","50-54","m","$10,000 to $14,999"
"1541","ind2385",NA,"50-54","m",NA
"1542","ind2386","1733","50-54","m","$45,000 to $49,999"
"1543","ind2387","1535","50-54","m","$30,000 to $34,999"
"1544","ind2388","1161","50-54","m","Less than $10,000"
"1545","ind2389","1979","50-54","m","$75,000 to $99,999"
"1546","ind239","1505","50-54","m","$30,000 to $34,999"
"1547","ind2390","2103","50-54","m",NA
"1548","ind2391","1771","50-54","m","$50,000 to $59,999"
"1549","ind2392","1550","50-54","m","$30,000 to $34,999"
"1550","ind2393","1702","50-54","m","$45,000 to $49,999"
"1551","ind2394","1892","50-54","m","$60,000 to $74,999"
"1552","ind2395","1244","50-54","m","$10,000 to $14,999"
"1553","ind2396","2030","50-54","m","$10,000 to $14,999"
"1554","ind2397","1073","50-54","m","Less than $10,000"
"1555","ind2398","1715","50-54","m","$45,000 to $49,999"
"1556","ind2399","1292","50-54","m","$10,000 to $14,999"
"1557","ind24",NA,"50-54","m",NA
"1558","ind240","1728","50-54","m","$45,000 to $49,999"
"1559","ind2400","2019","50-54","m","$100,000 to $124,999"
"1560","ind2401","1118","50-54","m","Less than $10,000"
"1561","ind2402","1645","50-54","m","$40,000 to $44,999"
"1562","ind2403","1837","50-54","m","$50,000 to $59,999"
"1563","ind2404","1425","50-54","m","$25,000 to $29,999"
"1564","ind2405","79","50-54","m","$150,000 to $199,999"
"1565","ind2406",NA,"50-54","m",NA
"1566","ind2407","27","50-54","m","$100,000 to $124,999"
"1567","ind2408",NA,"50-54","m",NA
"1568","ind2409","1693","50-54","m","$45,000 to $49,999"
"1569","ind241","1541","50-54","m","$30,000 to $34,999"
"1570","ind2410","1521","50-54","m","$30,000 to $34,999"
"1571","ind2411","2076","50-54","m",NA
"1572","ind2412","1695","50-54","m","$45,000 to $49,999"
"1573","ind2413","1268","50-54","m","$10,000 to $14,999"
"1574","ind2414","1868","50-54","m","$60,000 to $74,999"
"1575","ind2415","1086","50-54","m","Less than $10,000"
"1576","ind2416","1924","50-54","m","$60,000 to $74,999"
"1577","ind2417","1753","50-54","m","$50,000 to $59,999"
"1578","ind2418","1495","50-54","m","$30,000 to $34,999"
"1579","ind2419","2010","50-54","m","$75,000 to $99,999"
"1580","ind242","1543","50-54","m","$30,000 to $34,999"
"1581","ind2420","2056","50-54","m",NA
"1582","ind2421","1857","50-54","m","$50,000 to $59,999"
"1583","ind2422","1636","50-54","m","$35,000 to $39,999"
"1584","ind2423","1552","50-54","m","$10,000 to $14,999"
"1585","ind2424","1369","50-54","m","$25,000 to $29,999"
"1586","ind2425","1456","50-54","m","$25,000 to $29,999"
"1587","ind2426","2045","50-54","m",NA
"1588","ind2427","1718","50-54","m","$45,000 to $49,999"
"1589","ind2428","1852","50-54","m","$50,000 to $59,999"
"1590","ind2429","1889","50-54","m","$60,000 to $74,999"
"1591","ind243","1836","50-54","m","$50,000 to $59,999"
"1592","ind2430","1859","50-54","m","$50,000 to $59,999"
"1593","ind2431","1810","50-54","m","$50,000 to $59,999"
"1594","ind2432","64","50-54","m","$150,000 to $199,999"
"1595","ind2433","2080","50-54","m",NA
"1596","ind2434","1722","50-54","m","$45,000 to $49,999"
"1597","ind2435","1991","50-54","m","$75,000 to $99,999"
"1598","ind2436","2101","50-54","m",NA
"1599","ind2437","2076","50-54","m",NA
"1600","ind2438","1554","50-54","m","$30,000 to $34,999"
"1601","ind2439","1355","50-54","m","$10,000 to $14,999"
"1602","ind244","1940","50-54","m","$60,000 to $74,999"
"1603","ind2440","1758","50-54","m","$50,000 to $59,999"
"1604","ind2441","1833","50-54","m","$50,000 to $59,999"
"1605","ind2442","1173","50-54","m","Less than $10,000"
"1606","ind2443","1262","50-54","m","$10,000 to $14,999"
"1607","ind2444","1335","50-54","m","$10,000 to $14,999"
"1608","ind2445","2049","50-54","m",NA
"1609","ind2446","1280","50-54","m","$10,000 to $14,999"
"1610","ind2447","1705","50-54","m","$45,000 to $49,999"
"1611","ind2448","2029","50-54","m","$100,000 to $124,999"
"1612","ind2449","83","50-54","m","$150,000 to $199,999"
"1613","ind245","2091","50-54","m",NA
"1614","ind2450","1993","50-54","m","$75,000 to $99,999"
"1615","ind2451","1744","50-54","m","$45,000 to $49,999"
"1616","ind2452","20","50-54","m","$75,000 to $99,999"
"1617","ind2453","1299","50-54","m","$10,000 to $14,999"
"1618","ind2454","1230","50-54","m","$10,000 to $14,999"
"1619","ind2455","1186","50-54","m","Less than $10,000"
"1620","ind2456","2103","50-54","m",NA
"1621","ind2457","1275","50-54","m","$10,000 to $14,999"
"1622","ind2458","1231","50-54","m","$10,000 to $14,999"
"1623","ind2459","1749","50-54","m","$50,000 to $59,999"
"1624","ind246","2030","50-54","m","$10,000 to $14,999"
"1625","ind2460","2055","50-54","m",NA
"1626","ind2461","75","50-54","m","$150,000 to $199,999"
"1627","ind2462","1977","50-54","m","$60,000 to $74,999"
"1628","ind2463","1622","50-54","m","$35,000 to $39,999"
"1629","ind2464","2050","50-54","m",NA
"1630","ind2465","1522","50-54","m","$30,000 to $34,999"
"1631","ind2466","2022","50-54","m","$100,000 to $124,999"
"1632","ind2467","1781","50-54","m","$50,000 to $59,999"
"1633","ind2468","1459","50-54","m","$25,000 to $29,999"
"1634","ind2469","2058","50-54","m",NA
"1635","ind247",NA,"50-54","m",NA
"1636","ind2470","60","50-54","m","$150,000 to $199,999"
"1637","ind2471","1096","50-54","m","Less than $10,000"
"1638","ind2472","2036","50-54","m",NA
"1639","ind2473","1392","50-54","m","$25,000 to $29,999"
"1640","ind2474","1642","50-54","m","$40,000 to $44,999"
"1641","ind2475","1343","50-54","m","$10,000 to $14,999"
"1642","ind2476","2085","50-54","m",NA
"1643","ind2477","2030","50-54","m","$10,000 to $14,999"
"1644","ind2478","1257","50-54","m","$10,000 to $14,999"
"1645","ind2479","1818","50-54","m","$50,000 to $59,999"
"1646","ind248","74","50-54","m","$150,000 to $199,999"
"1647","ind2480","2089","50-54","m",NA
"1648","ind2481","1737","50-54","m","$45,000 to $49,999"
"1649","ind2482","1095","50-54","m","Less than $10,000"
"1650","ind2483","1545","50-54","m","$30,000 to $34,999"
"1651","ind2484","1709","50-54","m","$45,000 to $49,999"
"1652","ind2485","1407","50-54","m","$25,000 to $29,999"
"1653","ind2486","1525","50-54","m","$30,000 to $34,999"
"1654","ind2487","1968","50-54","m","$60,000 to $74,999"
"1655","ind2488","1402","50-54","m","$25,000 to $29,999"
"1656","ind2489","1499","50-54","m","$30,000 to $34,999"
"1657","ind249","1460","50-54","m","$25,000 to $29,999"
"1658","ind2490","1696","50-54","m","$45,000 to $49,999"
"1659","ind2491",NA,"50-54","m",NA
"1660","ind2492","1872","50-54","m","$60,000 to $74,999"
"1661","ind2493","2030","50-54","m","$10,000 to $14,999"
"1662","ind2494","2095","50-54","m",NA
"1663","ind2495","1822","50-54","m","$50,000 to $59,999"
"1664","ind2496","2089","50-54","m",NA
"1665","ind2497","1821","50-54","m","$50,000 to $59,999"
"1666","ind2498","56","50-54","m","$150,000 to $199,999"
"1667","ind2499","1723","50-54","m","$45,000 to $49,999"
"1668","ind25","2098","50-54","m",NA
"1669","ind250","1423","50-54","m","$25,000 to $29,999"
"1670","ind2500","2030","50-54","m","$10,000 to $14,999"
"1671","ind2501","1975","50-54","m","$60,000 to $74,999"
"1672","ind2502","1286","50-54","m","$10,000 to $14,999"
"1673","ind2503","2030","50-54","m","$10,000 to $14,999"
"1674","ind2504","1674","50-54","m","$40,000 to $44,999"
"1675","ind2505","2045","50-54","m",NA
"1676","ind2506","1404","50-54","m","$25,000 to $29,999"
"1677","ind2507","2031","50-54","m",NA
"1678","ind2508","1893","50-54","m","$60,000 to $74,999"
"1679","ind2509","1415","50-54","m","$25,000 to $29,999"
"1680","ind251","2087","50-54","m",NA
"1681","ind2510","1861","50-54","m","$50,000 to $59,999"
"1682","ind2511","1688","55-59","m","$45,000 to $49,999"
"1683","ind2512",NA,"55-59","m",NA
"1684","ind2513","2006","55-59","m","$75,000 to $99,999"
"1685","ind2514","1172","55-59","m","Less than $10,000"
"1686","ind2515","2095","55-59","m",NA
"1687","ind2516","2103","55-59","m",NA
"1688","ind2517","1426","55-59","m","$25,000 to $29,999"
"1689","ind2518","1650","55-59","m","$40,000 to $44,999"
"1690","ind2519","1223","55-59","m","Less than $10,000"
"1691","ind252","66","55-59","m","$150,000 to $199,999"
"1692","ind2520","1347","55-59","m","$10,000 to $14,999"
"1693","ind2521","1519","55-59","m","$30,000 to $34,999"
"1694","ind2522","1880","55-59","m","$60,000 to $74,999"
"1695","ind2523","2073","55-59","m",NA
"1696","ind2524","1955","55-59","m","$60,000 to $74,999"
"1697","ind2525","1609","55-59","m","$35,000 to $39,999"
"1698","ind2526",NA,"55-59","m",NA
"1699","ind2527","2088","55-59","m",NA
"1700","ind2528","1342","55-59","m","$10,000 to $14,999"
"1701","ind2529","2030","55-59","m","$10,000 to $14,999"
"1702","ind253","1209","55-59","m","Less than $10,000"
"1703","ind2530","1786","55-59","m","$50,000 to $59,999"
"1704","ind2531","1877","55-59","m","$60,000 to $74,999"
"1705","ind2532","1898","55-59","m","$60,000 to $74,999"
"1706","ind2533","1321","55-59","m","$10,000 to $14,999"
"1707","ind2534","1368","55-59","m","$25,000 to $29,999"
"1708","ind2535","1182","55-59","m","Less than $10,000"
"1709","ind2536","2099","55-59","m",NA
"1710","ind2537","1677","55-59","m","$40,000 to $44,999"
"1711","ind2538","2023","55-59","m","$100,000 to $124,999"
"1712","ind2539","2090","55-59","m",NA
"1713","ind254","1713","55-59","m","$45,000 to $49,999"
"1714","ind2540",NA,"55-59","m",NA
"1715","ind2541","1740","55-59","m","$45,000 to $49,999"
"1716","ind2542","1826","55-59","m","$50,000 to $59,999"
"1717","ind2543",NA,"55-59","m",NA
"1718","ind2544","35","55-59","m","$100,000 to $124,999"
"1719","ind2545","1393","55-59","m","$25,000 to $29,999"
"1720","ind2546","1553","55-59","m","$30,000 to $34,999"
"1721","ind2547","2030","55-59","m","$10,000 to $14,999"
"1722","ind2548","2045","55-59","m",NA
"1723","ind2549",NA,"55-59","m",NA
"1724","ind255","2101","55-59","m",NA
"1725","ind2550","77","55-59","m","$150,000 to $199,999"
"1726","ind2551","2086","55-59","m",NA
"1727","ind2552","2021","55-59","m","$100,000 to $124,999"
