"","Ind","age","sex","house","income"
"1239","ind3107","55-59","m","3342","$50,000 to $59,999"
"1240","ind3831","62-64","m","3343","$50,000 to $59,999"
"1241","ind7997","55-59","f","3344","$50,000 to $59,999"
"1242","ind3610","60-61","m","3345","$50,000 to $59,999"
"1243","ind3019","55-59","m","3347","$50,000 to $59,999"
"1244","ind2701","50-54","m","3348","$50,000 to $59,999"
"1245","ind300","50-54","m","335","$50,000 to $59,999"
"1246","ind7735","50-54","f","3350","$50,000 to $59,999"
"1247","ind7872","50-54","f","3352","$50,000 to $59,999"
"1248","ind7427","45-49","f","3354","$50,000 to $59,999"
"1249","ind3807","62-64","m","3355","$50,000 to $59,999"
"1250","ind3782","62-64","m","3356","$50,000 to $59,999"
"1251","ind7470","45-49","f","3357","$50,000 to $59,999"
"1252","ind7729","50-54","f","3359","$50,000 to $59,999"
"1253","ind30","50-54","m","336","$50,000 to $59,999"
"1254","ind3075","55-59","m","3361","$50,000 to $59,999"
"1255","ind3927","62-64","m","3362","$50,000 to $59,999"
"1256","ind8014","55-59","f","3363","$50,000 to $59,999"
"1257","ind2811","50-54","m","3364","$50,000 to $59,999"
"1258","ind8173","55-59","f","3365","$50,000 to $59,999"
"1259","ind2286","45-49","m","3366","$50,000 to $59,999"
"1260","ind8487","60-61","f","3367","$50,000 to $59,999"
"1261","ind3591","60-61","m","3368","$50,000 to $59,999"
"1262","ind8170","55-59","f","3369","$50,000 to $59,999"
"1263","ind3574","60-61","m","337","$50,000 to $59,999"
"1264","ind2361","45-49","m","3370","$50,000 to $59,999"
"1265","ind2689","50-54","m","3372","$50,000 to $59,999"
"1266","ind3853","62-64","m","3373","$50,000 to $59,999"
"1267","ind3832","62-64","m","3374","$50,000 to $59,999"
"1268","ind371","62-64","m","3375","$50,000 to $59,999"
"1269","ind3406","55-59","m","3376","$50,000 to $59,999"
"1270","ind2711","50-54","m","3377","$50,000 to $59,999"
"1271","ind7507","45-49","f","3378","$50,000 to $59,999"
"1272","ind3911","62-64","m","3380","$50,000 to $59,999"
"1273","ind2281","45-49","m","3382","$50,000 to $59,999"
"1274","ind7661","50-54","f","3383","$50,000 to $59,999"
"1275","ind7828","50-54","f","3385","$50,000 to $59,999"
"1276","ind7703","50-54","f","3386","$50,000 to $59,999"
"1277","ind8180","55-59","f","3387","$50,000 to $59,999"
"1278","ind2943","50-54","m","3388","$50,000 to $59,999"
"1279","ind3187","55-59","m","339","$50,000 to $59,999"
"1280","ind8164","55-59","f","3391","$50,000 to $59,999"
"1281","ind3484","60-61","m","3392","$50,000 to $59,999"
"1282","ind3164","55-59","m","3393","$50,000 to $59,999"
"1283","ind257","45-49","m","3394","$50,000 to $59,999"
"1284","ind3467","60-61","m","3395","$50,000 to $59,999"
"1285","ind7825","50-54","f","3397","$50,000 to $59,999"
"1286","ind285","50-54","m","3398","$50,000 to $59,999"
"1287","ind3","50-54","m","340","$50,000 to $59,999"
"1288","ind8332","55-59","f","3400","$50,000 to $59,999"
"1289","ind3706","62-64","m","3401","$50,000 to $59,999"
"1290","ind8530","60-61","f","3402","$50,000 to $59,999"
"1291","ind3216","55-59","m","3407","$50,000 to $59,999"
"1292","ind82","55-59","f","3408","$50,000 to $59,999"
"1293","ind2805","50-54","m","3410","$50,000 to $59,999"
"1294","ind7692","50-54","f","3411","$50,000 to $59,999"
"1295","ind2572","45-49","m","3412","$50,000 to $59,999"
"1296","ind3501","60-61","m","3413","$50,000 to $59,999"
"1297","ind3744","62-64","m","3414","$50,000 to $59,999"
"1298","ind8071","55-59","f","3415","$50,000 to $59,999"
"1299","ind260","50-54","m","3417","$50,000 to $59,999"
"1300","ind3820","62-64","m","3418","$50,000 to $59,999"
"1301","ind7642","50-54","f","3419","$50,000 to $59,999"
"1302","ind3731","62-64","m","342","$50,000 to $59,999"
"1303","ind8264","55-59","f","3421","$50,000 to $59,999"
"1304","ind3519","60-61","m","3422","$50,000 to $59,999"
"1305","ind83","55-59","f","3423","$50,000 to $59,999"
"1306","ind7607","50-54","f","3424","$50,000 to $59,999"
"1307","ind7880","50-54","f","3426","$50,000 to $59,999"
"1308","ind3604","60-61","m","3427","$50,000 to $59,999"
"1309","ind2488","45-49","m","3428","$50,000 to $59,999"
"1310","ind8528","60-61","f","3429","$50,000 to $59,999"
"1311","ind2794","50-54","m","343","$50,000 to $59,999"
"1312","ind2539","45-49","m","3430","$50,000 to $59,999"
"1313","ind7940","55-59","f","3431","$50,000 to $59,999"
"1314","ind2732","50-54","m","3432","$50,000 to $59,999"
"1315","ind3272","55-59","m","3433","$50,000 to $59,999"
"1316","ind2594","50-54","m","3434","$50,000 to $59,999"
"1317","ind7978","55-59","f","3436","$50,000 to $59,999"
"1318","ind753","45-49","f","3437","$50,000 to $59,999"
"1319","ind3324","55-59","m","3438","$50,000 to $59,999"
"1320","ind3485","60-61","m","3439","$50,000 to $59,999"
"1321","ind2804","50-54","m","344","$50,000 to $59,999"
"1322","ind7772","50-54","f","3441","$50,000 to $59,999"
"1323","ind3922","62-64","m","3442","$50,000 to $59,999"
"1324","ind3869","62-64","m","3443","$50,000 to $59,999"
"1325","ind3004","50-54","m","3444","$50,000 to $59,999"
"1326","ind7655","50-54","f","3445","$50,000 to $59,999"
"1327","ind3270","55-59","m","3446","$50,000 to $59,999"
"1328","ind2934","50-54","m","3448","$50,000 to $59,999"
"1329","ind3306","55-59","m","3449","$50,000 to $59,999"
"1330","ind3407","55-59","m","345","$50,000 to $59,999"
"1331","ind3322","55-59","m","3451","$50,000 to $59,999"
"1332","ind3528","60-61","m","3452","$50,000 to $59,999"
"1333","ind8639","62-64","f","3453","$50,000 to $59,999"
"1334","ind3588","60-61","m","3454","$50,000 to $59,999"
"1335","ind3204","55-59","m","3456","$50,000 to $59,999"
"1336","ind306","55-59","m","3457","$50,000 to $59,999"
"1337","ind8325","55-59","f","3459","$50,000 to $59,999"
"1338","ind3670","62-64","m","346","$50,000 to $59,999"
"1339","ind7536","50-54","f","3460","$50,000 to $59,999"
"1340","ind7495","45-49","f","3461","$50,000 to $59,999"
"1341","ind8259","55-59","f","3462","$50,000 to $59,999"
"1342","ind7906","50-54","f","3463","$50,000 to $59,999"
"1343","ind8557","60-61","f","3466","$50,000 to $59,999"
"1344","ind8688","62-64","f","3468","$50,000 to $59,999"
"1345","ind3613","60-61","m","3469","$50,000 to $59,999"
"1346","ind3681","62-64","m","347","$50,000 to $59,999"
"1347","ind2838","50-54","m","3470","$50,000 to $59,999"
"1348","ind2662","50-54","m","3472","$50,000 to $59,999"
"1349","ind2679","50-54","m","3473","$50,000 to $59,999"
"1350","ind2546","45-49","m","3474","$50,000 to $59,999"
"1351","ind3616","60-61","m","3475","$50,000 to $59,999"
"1352","ind3568","60-61","m","3476","$50,000 to $59,999"
"1353","ind3447","60-61","m","3477","$50,000 to $59,999"
"1354","ind3308","55-59","m","3478","$50,000 to $59,999"
"1355","ind2968","50-54","m","3479","$50,000 to $59,999"
"1356","ind3632","60-61","m","348","$50,000 to $59,999"
"1357","ind3028","55-59","m","3480","$50,000 to $59,999"
"1358","ind8574","60-61","f","3483","$50,000 to $59,999"
"1359","ind3703","62-64","m","3484","$50,000 to $59,999"
"1360","ind3333","55-59","m","3485","$50,000 to $59,999"
"1361","ind7914","55-59","f","3486","$50,000 to $59,999"
"1362","ind8181","55-59","f","3488","$50,000 to $59,999"
"1363","ind3647","60-61","m","3492","$50,000 to $59,999"
"1364","ind2640","50-54","m","3494","$50,000 to $59,999"
"1365","ind3825","62-64","m","3495","$50,000 to $59,999"
"1366","ind3699","62-64","m","3497","$50,000 to $59,999"
"1367","ind256","45-49","m","350","$50,000 to $59,999"
"1368","ind3635","60-61","m","3500","$50,000 to $59,999"
"1369","ind3488","60-61","m","3501","$50,000 to $59,999"
"1370","ind3300","55-59","m","3503","$50,000 to $59,999"
"1371","ind7467","45-49","f","3505","$50,000 to $59,999"
"1372","ind3169","55-59","m","3507","$50,000 to $59,999"
"1373","ind2632","50-54","m","3508","$50,000 to $59,999"
"1374","ind3091","55-59","m","3509","$50,000 to $59,999"
"1375","ind2455","45-49","m","351","$50,000 to $59,999"
"1376","ind3630","60-61","m","3510","$50,000 to $59,999"
"1377","ind301","50-54","m","3511","$50,000 to $59,999"
"1378","ind3208","55-59","m","3512","$50,000 to $59,999"
"1379","ind362","60-61","m","3513","$50,000 to $59,999"
"1380","ind2533","45-49","m","3514","$50,000 to $59,999"
"1381","ind273","50-54","m","3515","$50,000 to $59,999"
"1382","ind7850","50-54","f","3517","$50,000 to $59,999"
"1383","ind2950","50-54","m","3518","$50,000 to $59,999"
"1384","ind2764","50-54","m","3520","$50,000 to $59,999"
"1385","ind3266","55-59","m","3522","$50,000 to $59,999"
"1386","ind3854","62-64","m","3523","$50,000 to $59,999"
"1387","ind8032","55-59","f","3524","$50,000 to $59,999"
"1388","ind3017","50-54","m","3525","$50,000 to $59,999"
"1389","ind8646","62-64","f","3529","$50,000 to $59,999"
"1390","ind8212","55-59","f","3530","$50,000 to $59,999"
"1391","ind3320","55-59","m","3532","$50,000 to $59,999"
"1392","ind3391","55-59","m","3533","$50,000 to $59,999"
"1393","ind292","50-54","m","3536","$50,000 to $59,999"
"1394","ind7935","55-59","f","3538","$50,000 to $59,999"
"1395","ind2412","45-49","m","354","$50,000 to $59,999"
"1396","ind3309","55-59","m","3540","$50,000 to $59,999"
"1397","ind2965","50-54","m","3543","$50,000 to $59,999"
"1398","ind342","60-61","m","3544","$50,000 to $59,999"
"1399","ind3898","62-64","m","3545","$50,000 to $59,999"
"1400","ind8490","60-61","f","3547","$50,000 to $59,999"
"1401","ind274","50-54","m","3548","$50,000 to $59,999"
"1402","ind3302","55-59","m","3549","$50,000 to $59,999"
"1403","ind2634","50-54","m","355","$50,000 to $59,999"
"1404","ind3541","60-61","m","3551","$50,000 to $59,999"
"1405","ind2695","50-54","m","3552","$50,000 to $59,999"
"1406","ind2576","45-49","m","3553","$50,000 to $59,999"
"1407","ind3596","60-61","m","3554","$50,000 to $59,999"
"1408","ind259","45-49","m","3558","$50,000 to $59,999"
"1409","ind2664","50-54","m","3559","$50,000 to $59,999"
"1410","ind3550","60-61","m","356","$50,000 to $59,999"
"1411","ind3024","55-59","m","3560","$50,000 to $59,999"
"1412","ind3772","62-64","m","3561","$50,000 to $59,999"
"1413","ind2326","45-49","m","3564","$50,000 to $59,999"
"1414","ind2850","50-54","m","3566","$50,000 to $59,999"
"1415","ind3696","62-64","m","3567","$50,000 to $59,999"
"1416","ind3370","55-59","m","3569","$50,000 to $59,999"
"1417","ind3219","55-59","m","3574","$50,000 to $59,999"
"1418","ind7491","45-49","f","3576","$50,000 to $59,999"
"1419","ind2714","50-54","m","3578","$50,000 to $59,999"
"1420","ind279","50-54","m","3580","$50,000 to $59,999"
"1421","ind2865","50-54","m","3581","$50,000 to $59,999"
"1422","ind3260","55-59","m","3585","$50,000 to $59,999"
"1423","ind3095","55-59","m","3586","$50,000 to $59,999"
"1424","ind2847","50-54","m","3587","$50,000 to $59,999"
"1425","ind3106","55-59","m","3589","$50,000 to $59,999"
"1426","ind2720","50-54","m","359","$50,000 to $59,999"
"1427","ind3609","60-61","m","3592","$50,000 to $59,999"
"1428","ind7504","45-49","f","3593","$50,000 to $59,999"
"1429","ind7599","50-54","f","3595","$50,000 to $59,999"
"1430","ind2810","50-54","m","3596","$50,000 to $59,999"
"1431","ind2883","50-54","m","3597","$50,000 to $59,999"
"1432","ind2523","45-49","m","3599","$50,000 to $59,999"
"1433","ind364","60-61","m","360","$50,000 to $59,999"
"1434","ind275","50-54","m","3602","$50,000 to $59,999"
"1435","ind8656","62-64","f","3603","$50,000 to $59,999"
"1436","ind2395","45-49","m","3604","$50,000 to $59,999"
"1437","ind3303","55-59","m","3605","$50,000 to $59,999"
"1438","ind3565","60-61","m","3606","$50,000 to $59,999"
"1439","ind8269","55-59","f","3607","$50,000 to $59,999"
"1440","ind3918","62-64","m","3608","$50,000 to $59,999"
"1441","ind2882","50-54","m","3609","$50,000 to $59,999"
"1442","ind3583","60-61","m","361","$50,000 to $59,999"
"1443","ind3166","55-59","m","3610","$50,000 to $59,999"
"1444","ind7953","55-59","f","3611","$50,000 to $59,999"
"1445","ind3357","55-59","m","3612","$50,000 to $59,999"
"1446","ind3726","62-64","m","3615","$50,000 to $59,999"
"1447","ind8124","55-59","f","3617","$50,000 to $59,999"
"1448","ind369","62-64","m","3618","$50,000 to $59,999"
"1449","ind2926","50-54","m","3619","$50,000 to $59,999"
"1450","ind2615","50-54","m","362","$50,000 to $59,999"
"1451","ind3619","60-61","m","3620","$50,000 to $59,999"
"1452","ind2603","50-54","m","3621","$50,000 to $59,999"
"1453","ind2960","50-54","m","3622","$50,000 to $59,999"
"1454","ind321","55-59","m","3623","$50,000 to $59,999"
"1455","ind3394","55-59","m","3624","$50,000 to $59,999"
"1456","ind2369","45-49","m","3626","$50,000 to $59,999"
"1457","ind7329","45-49","f","3628","$50,000 to $59,999"
"1458","ind7321","45-49","f","3629","$50,000 to $59,999"
"1459","ind3615","60-61","m","363","$50,000 to $59,999"
"1460","ind326","55-59","m","3630","$50,000 to $59,999"
"1461","ind3694","62-64","m","3631","$50,000 to $59,999"
"1462","ind8438","60-61","f","3634","$50,000 to $59,999"
"1463","ind3327","55-59","m","3635","$50,000 to $59,999"
"1464","ind7830","50-54","f","3639","$50,000 to $59,999"
"1465","ind3202","55-59","m","3642","$50,000 to $59,999"
"1466","ind8293","55-59","f","3644","$50,000 to $59,999"
"1467","ind7965","55-59","f","3645","$50,000 to $59,999"
"1468","ind2795","50-54","m","3646","$50,000 to $59,999"
"1469","ind3489","60-61","m","3647","$50,000 to $59,999"
"1470","ind7481","45-49","f","3648","$50,000 to $59,999"
"1471","ind3404","55-59","m","3649","$50,000 to $59,999"
"1472","ind3271","55-59","m","365","$50,000 to $59,999"
"1473","ind2901","50-54","m","3650","$50,000 to $59,999"
"1474","ind3599","60-61","m","3651","$50,000 to $59,999"
"1475","ind3821","62-64","m","3653","$50,000 to $59,999"
"1476","ind2346","45-49","m","3654","$50,000 to $59,999"
"1477","ind3754","62-64","m","3655","$50,000 to $59,999"
"1478","ind3286","55-59","m","3656","$50,000 to $59,999"
"1479","ind3268","55-59","m","3657","$50,000 to $59,999"
"1480","ind8788","62-64","f","3660","$50,000 to $59,999"
"1481","ind2503","45-49","m","3661","$50,000 to $59,999"
"1482","ind2573","45-49","m","3662","$60,000 to $74,999"
"1483","ind8592","62-64","f","3663","$60,000 to $74,999"
"1484","ind3199","55-59","m","3664","$60,000 to $74,999"
"1485","ind8755","62-64","f","3665","$60,000 to $74,999"
"1486","ind3668","62-64","m","3666","$60,000 to $74,999"
"1487","ind3752","62-64","m","3667","$60,000 to $74,999"
"1488","ind3111","55-59","m","367","$60,000 to $74,999"
"1489","ind3408","55-59","m","3671","$60,000 to $74,999"
"1490","ind3011","50-54","m","3672","$60,000 to $74,999"
"1491","ind8287","55-59","f","3673","$60,000 to $74,999"
"1492","ind7848","50-54","f","3674","$60,000 to $74,999"
"1493","ind3000","50-54","m","3675","$60,000 to $74,999"
"1494","ind8403","60-61","f","3676","$60,000 to $74,999"
"1495","ind8653","62-64","f","3678","$60,000 to $74,999"
"1496","ind2775","50-54","m","3679","$60,000 to $74,999"
"1497","ind3765","62-64","m","368","$60,000 to $74,999"
"1498","ind8030","55-59","f","3680","$60,000 to $74,999"
"1499","ind8549","60-61","f","3682","$60,000 to $74,999"
"1500","ind3371","55-59","m","3685","$60,000 to $74,999"
"1501","ind2487","45-49","m","3686","$60,000 to $74,999"
"1502","ind7399","45-49","f","3688","$60,000 to $74,999"
"1503","ind771","50-54","f","3689","$60,000 to $74,999"
"1504","ind2317","45-49","m","369","$60,000 to $74,999"
"1505","ind2923","50-54","m","3690","$60,000 to $74,999"
"1506","ind2454","45-49","m","3691","$60,000 to $74,999"
"1507","ind3879","62-64","m","3692","$60,000 to $74,999"
"1508","ind8757","62-64","f","3694","$60,000 to $74,999"
"1509","ind8430","60-61","f","3695","$60,000 to $74,999"
"1510","ind3769","62-64","m","3696","$60,000 to $74,999"
"1511","ind3191","55-59","m","3698","$60,000 to $74,999"
"1512","ind3409","55-59","m","370","$60,000 to $74,999"
"1513","ind3910","62-64","m","3700","$60,000 to $74,999"
"1514","ind2401","45-49","m","3701","$60,000 to $74,999"
"1515","ind3800","62-64","m","3703","$60,000 to $74,999"
"1516","ind7924","55-59","f","3704","$60,000 to $74,999"
"1517","ind2680","50-54","m","3705","$60,000 to $74,999"
"1518","ind2671","50-54","m","3706","$60,000 to $74,999"
"1519","ind8114","55-59","f","3707","$60,000 to $74,999"
"1520","ind2308","45-49","m","3708","$60,000 to $74,999"
"1521","ind2530","45-49","m","3709","$60,000 to $74,999"
"1522","ind23","45-49","m","371","$60,000 to $74,999"
"1523","ind7951","55-59","f","3710","$60,000 to $74,999"
"1524","ind7593","50-54","f","3711","$60,000 to $74,999"
"1525","ind2690","50-54","m","3712","$60,000 to $74,999"
"1526","ind3135","55-59","m","3714","$60,000 to $74,999"
"1527","ind3071","55-59","m","3715","$60,000 to $74,999"
"1528","ind7836","50-54","f","3716","$60,000 to $74,999"
"1529","ind2715","50-54","m","3717","$60,000 to $74,999"
"1530","ind3849","62-64","m","3718","$60,000 to $74,999"
"1531","ind87","62-64","f","3720","$60,000 to $74,999"
"1532","ind731","45-49","f","3721","$60,000 to $74,999"
"1533","ind2656","50-54","m","3723","$60,000 to $74,999"
"1534","ind2874","50-54","m","3725","$60,000 to $74,999"
"1535","ind3493","60-61","m","3726","$60,000 to $74,999"
"1536","ind3174","55-59","m","3727","$60,000 to $74,999"
"1537","ind2437","45-49","m","3728","$60,000 to $74,999"
"1538","ind3298","55-59","m","3729","$60,000 to $74,999"
"1539","ind8251","55-59","f","3731","$60,000 to $74,999"
"1540","ind8365","55-59","f","3732","$60,000 to $74,999"
"1541","ind7834","50-54","f","3733","$60,000 to $74,999"
"1542","ind8685","62-64","f","3734","$60,000 to $74,999"
"1543","ind7757","50-54","f","3735","$60,000 to $74,999"
"1544","ind2547","45-49","m","3736","$60,000 to $74,999"
"1545","ind8154","55-59","f","3737","$60,000 to $74,999"
"1546","ind2416","45-49","m","3738","$60,000 to $74,999"
"1547","ind276","50-54","m","3739","$60,000 to $74,999"
"1548","ind3536","60-61","m","374","$60,000 to $74,999"
"1549","ind7576","50-54","f","3740","$60,000 to $74,999"
"1550","ind3569","60-61","m","3741","$60,000 to $74,999"
"1551","ind3688","62-64","m","3742","$60,000 to $74,999"
"1552","ind3181","55-59","m","3743","$60,000 to $74,999"
"1553","ind3074","55-59","m","3744","$60,000 to $74,999"
"1554","ind3207","55-59","m","3745","$60,000 to $74,999"
"1555","ind3664","62-64","m","3746","$60,000 to $74,999"
"1556","ind2559","45-49","m","3747","$60,000 to $74,999"
"1557","ind774","50-54","f","3748","$60,000 to $74,999"
"1558","ind2417","45-49","m","375","$60,000 to $74,999"
"1559","ind3444","60-61","m","3750","$60,000 to $74,999"
"1560","ind3625","60-61","m","3751","$60,000 to $74,999"
"1561","ind3249","55-59","m","3752","$60,000 to $74,999"
"1562","ind8641","62-64","f","3753","$60,000 to $74,999"
"1563","ind2643","50-54","m","3754","$60,000 to $74,999"
"1564","ind7843","50-54","f","3755","$60,000 to $74,999"
"1565","ind2904","50-54","m","3756","$60,000 to $74,999"
"1566","ind2408","45-49","m","3757","$60,000 to $74,999"
"1567","ind3138","55-59","m","3758","$60,000 to $74,999"
"1568","ind3544","60-61","m","376","$60,000 to $74,999"
"1569","ind3225","55-59","m","3760","$60,000 to $74,999"
"1570","ind3449","60-61","m","3761","$60,000 to $74,999"
"1571","ind2699","50-54","m","3762","$60,000 to $74,999"
"1572","ind3015","50-54","m","3763","$60,000 to $74,999"
"1573","ind2630","50-54","m","3764","$60,000 to $74,999"
"1574","ind2813","50-54","m","3765","$60,000 to $74,999"
"1575","ind2917","50-54","m","3766","$60,000 to $74,999"
"1576","ind7331","45-49","f","3769","$60,000 to $74,999"
"1577","ind3242","55-59","m","377","$60,000 to $74,999"
"1578","ind3481","60-61","m","3771","$60,000 to $74,999"
"1579","ind7374","45-49","f","3772","$60,000 to $74,999"
"1580","ind3073","55-59","m","3773","$60,000 to $74,999"
"1581","ind7817","50-54","f","3774","$60,000 to $74,999"
"1582","ind7484","45-49","f","3777","$60,000 to $74,999"
"1583","ind2477","45-49","m","3778","$60,000 to $74,999"
"1584","ind3801","62-64","m","3779","$60,000 to $74,999"
"1585","ind2843","50-54","m","378","$60,000 to $74,999"
"1586","ind3888","62-64","m","3780","$60,000 to $74,999"
"1587","ind2773","50-54","m","3781","$60,000 to $74,999"
"1588","ind8464","60-61","f","3782","$60,000 to $74,999"
"1589","ind7708","50-54","f","3783","$60,000 to $74,999"
"1590","ind24","45-49","m","3784","$60,000 to $74,999"
"1591","ind2413","45-49","m","3785","$60,000 to $74,999"
"1592","ind2301","45-49","m","3787","$60,000 to $74,999"
"1593","ind7462","45-49","f","3788","$60,000 to $74,999"
"1594","ind3605","60-61","m","379","$60,000 to $74,999"
"1595","ind244","45-49","m","3790","$60,000 to $74,999"
"1596","ind7832","50-54","f","3791","$60,000 to $74,999"
"1597","ind7600","50-54","f","3792","$60,000 to $74,999"
"1598","ind3104","55-59","m","3795","$60,000 to $74,999"
"1599","ind8645","62-64","f","3796","$60,000 to $74,999"
"1600","ind3065","55-59","m","3799","$60,000 to $74,999"
"1601","ind3157","55-59","m","380","$60,000 to $74,999"
"1602","ind2738","50-54","m","3801","$60,000 to $74,999"
"1603","ind3119","55-59","m","3803","$60,000 to $74,999"
"1604","ind2406","45-49","m","3804","$60,000 to $74,999"
"1605","ind7569","50-54","f","3805","$60,000 to $74,999"
"1606","ind3839","62-64","m","3806","$60,000 to $74,999"
"1607","ind7563","50-54","f","3807","$60,000 to $74,999"
"1608","ind2479","45-49","m","3808","$60,000 to $74,999"
"1609","ind2366","45-49","m","381","$60,000 to $74,999"
"1610","ind3101","55-59","m","3810","$60,000 to $74,999"
"1611","ind3823","62-64","m","3811","$60,000 to $74,999"
"1612","ind2358","45-49","m","3812","$60,000 to $74,999"
"1613","ind3799","62-64","m","3814","$60,000 to $74,999"
"1614","ind2649","50-54","m","3815","$60,000 to $74,999"
"1615","ind2727","50-54","m","3818","$60,000 to $74,999"
"1616","ind2939","50-54","m","382","$60,000 to $74,999"
"1617","ind3079","55-59","m","3820","$60,000 to $74,999"
"1618","ind2787","50-54","m","3821","$60,000 to $74,999"
"1619","ind3684","62-64","m","3822","$60,000 to $74,999"
"1620","ind3123","55-59","m","3823","$60,000 to $74,999"
"1621","ind739","45-49","f","3824","$60,000 to $74,999"
"1622","ind3139","55-59","m","3826","$60,000 to $74,999"
"1623","ind8242","55-59","f","3827","$60,000 to $74,999"
"1624","ind354","60-61","m","383","$60,000 to $74,999"
"1625","ind2543","45-49","m","3831","$60,000 to $74,999"
"1626","ind333","55-59","m","3832","$60,000 to $74,999"
"1627","ind796","55-59","f","3834","$60,000 to $74,999"
"1628","ind7318","45-49","f","3835","$60,000 to $74,999"
"1629","ind3570","60-61","m","3836","$60,000 to $74,999"
"1630","ind2890","50-54","m","3837","$60,000 to $74,999"
"1631","ind2458","45-49","m","3838","$60,000 to $74,999"
"1632","ind2928","50-54","m","3839","$60,000 to $74,999"
"1633","ind2642","50-54","m","384","$60,000 to $74,999"
"1634","ind3348","55-59","m","3840","$60,000 to $74,999"
"1635","ind3340","55-59","m","3841","$60,000 to $74,999"
"1636","ind319","55-59","m","3842","$60,000 to $74,999"
"1637","ind3713","62-64","m","3843","$60,000 to $74,999"
"1638","ind3523","60-61","m","3844","$60,000 to $74,999"
"1639","ind3183","55-59","m","3845","$60,000 to $74,999"
"1640","ind3836","62-64","m","3846","$60,000 to $74,999"
"1641","ind2826","50-54","m","3847","$60,000 to $74,999"
"1642","ind7305","45-49","f","3848","$60,000 to $74,999"
"1643","ind2909","50-54","m","3849","$60,000 to $74,999"
"1644","ind2852","50-54","m","385","$60,000 to $74,999"
"1645","ind3933","62-64","m","3851","$60,000 to $74,999"
"1646","ind8420","60-61","f","3852","$60,000 to $74,999"
"1647","ind8065","55-59","f","3853","$60,000 to $74,999"
"1648","ind3156","55-59","m","3854","$60,000 to $74,999"
"1649","ind7533","45-49","f","3855","$60,000 to $74,999"
"1650","ind7561","50-54","f","3856","$60,000 to $74,999"
"1651","ind3766","62-64","m","3857","$60,000 to $74,999"
"1652","ind3443","60-61","m","3858","$60,000 to $74,999"
"1653","ind2340","45-49","m","3859","$60,000 to $74,999"
"1654","ind3916","62-64","m","386","$60,000 to $74,999"
"1655","ind3725","62-64","m","3860","$60,000 to $74,999"
"1656","ind3891","62-64","m","3861","$60,000 to $74,999"
"1657","ind8299","55-59","f","3862","$60,000 to $74,999"
"1658","ind263","50-54","m","3863","$60,000 to $74,999"
"1659","ind2372","45-49","m","3864","$60,000 to $74,999"
"1660","ind8600","62-64","f","3865","$60,000 to $74,999"
"1661","ind7865","50-54","f","3866","$60,000 to $74,999"
"1662","ind8272","55-59","f","3869","$60,000 to $74,999"
"1663","ind374","62-64","m","387","$60,000 to $74,999"
"1664","ind7748","50-54","f","3870","$60,000 to $74,999"
"1665","ind3140","55-59","m","3871","$60,000 to $74,999"
"1666","ind3141","55-59","m","3872","$60,000 to $74,999"
"1667","ind8585","62-64","f","3873","$60,000 to $74,999"
"1668","ind7387","45-49","f","3874","$60,000 to $74,999"
"1669","ind3835","62-64","m","3875","$60,000 to $74,999"
"1670","ind8090","55-59","f","3876","$60,000 to $74,999"
"1671","ind7343","45-49","f","3877","$60,000 to $74,999"
"1672","ind8409","60-61","f","3878","$60,000 to $74,999"
"1673","ind7353","45-49","f","3879","$60,000 to $74,999"
"1674","ind2411","45-49","m","388","$60,000 to $74,999"
"1675","ind3173","55-59","m","3880","$60,000 to $74,999"
"1676","ind3760","62-64","m","3882","$60,000 to $74,999"
"1677","ind8444","60-61","f","3883","$60,000 to $74,999"
"1678","ind3344","55-59","m","3884","$60,000 to $74,999"
"1679","ind2718","50-54","m","3886","$60,000 to $74,999"
"1680","ind234","45-49","m","3887","$60,000 to $74,999"
"1681","ind2371","45-49","m","3888","$60,000 to $74,999"
"1682","ind339","55-59","m","3889","$60,000 to $74,999"
"1683","ind2652","50-54","m","389","$60,000 to $74,999"
"1684","ind3601","60-61","m","3890","$60,000 to $74,999"
"1685","ind7876","50-54","f","3891","$60,000 to $74,999"
"1686","ind2878","50-54","m","3892","$60,000 to $74,999"
"1687","ind7813","50-54","f","3894","$60,000 to $74,999"
"1688","ind2558","45-49","m","3895","$60,000 to $74,999"
"1689","ind2345","45-49","m","3897","$60,000 to $74,999"
"1690","ind7411","45-49","f","3898","$60,000 to $74,999"
"1691","ind2798","50-54","m","3899","$60,000 to $74,999"
"1692","ind3538","60-61","m","390","$60,000 to $74,999"
"1693","ind8121","55-59","f","3900","$60,000 to $74,999"
"1694","ind3899","62-64","m","3901","$60,000 to $74,999"
"1695","ind3491","60-61","m","3903","$60,000 to $74,999"
"1696","ind3064","55-59","m","3904","$60,000 to $74,999"
"1697","ind3786","62-64","m","3905","$60,000 to $74,999"
"1698","ind7324","45-49","f","3907","$60,000 to $74,999"
"1699","ind2519","45-49","m","3909","$60,000 to $74,999"
"1700","ind3203","55-59","m","391","$60,000 to $74,999"
"1701","ind858","62-64","f","3911","$60,000 to $74,999"
"1702","ind237","45-49","m","3912","$60,000 to $74,999"
"1703","ind2443","45-49","m","3914","$60,000 to $74,999"
"1704","ind3037","55-59","m","3915","$60,000 to $74,999"
"1705","ind267","50-54","m","3916","$60,000 to $74,999"
"1706","ind8496","60-61","f","3920","$60,000 to $74,999"
"1707","ind8719","62-64","f","3922","$60,000 to $74,999"
