"","Ind","age","sex","house","income"
"504","ind5090","60-61","f","1214","Less than $10,000"
"505","ind2677","60-61","m","1215","Less than $10,000"
"506","ind5029","55-59","f","1219","Less than $10,000"
"507","ind2316","45-49","m","1220","Less than $10,000"
"508","ind261","55-59","m","1221","Less than $10,000"
"509","ind4781","50-54","f","1222","Less than $10,000"
"510","ind2519","55-59","m","1223","Less than $10,000"
"511","ind5107","60-61","f","1224","Less than $10,000"
"512","ind5035","55-59","f","1225","Less than $10,000"
"513","ind4999","55-59","f","1226","$10,000 to $14,999"
"514","ind2335","50-54","m","1228","$10,000 to $14,999"
"515","ind2776","62-64","m","1229","$10,000 to $14,999"
"516","ind2454","50-54","m","1230","$10,000 to $14,999"
"517","ind2458","50-54","m","1231","$10,000 to $14,999"
"518","ind5123","60-61","f","1232","$10,000 to $14,999"
"519","ind2731","62-64","m","1233","$10,000 to $14,999"
"520","ind229","45-49","m","1234","$10,000 to $14,999"
"521","ind2381","50-54","m","1235","$10,000 to $14,999"
"522","ind2643","55-59","m","1237","$10,000 to $14,999"
"523","ind2801","62-64","m","1239","$10,000 to $14,999"
"524","ind4842","50-54","f","1241","$10,000 to $14,999"
"525","ind2395","50-54","m","1244","$10,000 to $14,999"
"526","ind2378","50-54","m","1245","$10,000 to $14,999"
"527","ind5178","60-61","f","1246","$10,000 to $14,999"
"528","ind4770","50-54","f","1248","$10,000 to $14,999"
"529","ind2735","62-64","m","1250","$10,000 to $14,999"
"530","ind5136","60-61","f","1252","$10,000 to $14,999"
"531","ind4743","50-54","f","1254","$10,000 to $14,999"
"532","ind2261","45-49","m","1255","$10,000 to $14,999"
"533","ind2478","50-54","m","1257","$10,000 to $14,999"
"534","ind5007","55-59","f","1259","$10,000 to $14,999"
"535","ind4959","55-59","f","1260","$10,000 to $14,999"
"536","ind2737","62-64","m","1261","$10,000 to $14,999"
"537","ind2443","50-54","m","1262","$10,000 to $14,999"
"538","ind5017","55-59","f","1264","$10,000 to $14,999"
"539","ind4605","45-49","f","1266","$10,000 to $14,999"
"540","ind4962","55-59","f","1267","$10,000 to $14,999"
"541","ind2413","50-54","m","1268","$10,000 to $14,999"
"542","ind4923","55-59","f","1269","$10,000 to $14,999"
"543","ind4943","55-59","f","1270","$10,000 to $14,999"
"544","ind2755","62-64","m","1271","$10,000 to $14,999"
"545","ind2590","55-59","m","1272","$10,000 to $14,999"
"546","ind2714","60-61","m","1273","$10,000 to $14,999"
"547","ind2809","62-64","m","1274","$10,000 to $14,999"
"548","ind2457","50-54","m","1275","$10,000 to $14,999"
"549","ind5131","60-61","f","1276","$10,000 to $14,999"
"550","ind232","50-54","m","1277","$10,000 to $14,999"
"551","ind2578","55-59","m","1278","$10,000 to $14,999"
"552","ind5146","60-61","f","1279","$10,000 to $14,999"
"553","ind2446","50-54","m","1280","$10,000 to $14,999"
"554","ind278","62-64","m","1281","$10,000 to $14,999"
"555","ind2748","62-64","m","1283","$10,000 to $14,999"
"556","ind2665","60-61","m","1284","$10,000 to $14,999"
"557","ind2502","50-54","m","1286","$10,000 to $14,999"
"558","ind470","50-54","f","1288","$10,000 to $14,999"
"559","ind2384","50-54","m","1289","$10,000 to $14,999"
"560","ind2711","60-61","m","1290","$10,000 to $14,999"
"561","ind4841","50-54","f","1291","$10,000 to $14,999"
"562","ind2399","50-54","m","1292","$10,000 to $14,999"
"563","ind2650","55-59","m","1294","$10,000 to $14,999"
"564","ind226","45-49","m","1295","$10,000 to $14,999"
"565","ind2786","62-64","m","1296","$10,000 to $14,999"
"566","ind5005","55-59","f","1297","$10,000 to $14,999"
"567","ind2453","50-54","m","1299","$10,000 to $14,999"
"568","ind492","55-59","f","1300","$10,000 to $14,999"
"569","ind2557","55-59","m","1301","$10,000 to $14,999"
"570","ind5191","60-61","f","1302","$10,000 to $14,999"
"571","ind2680","60-61","m","1304","$10,000 to $14,999"
"572","ind2581","55-59","m","1306","$10,000 to $14,999"
"573","ind5217","62-64","f","1308","$10,000 to $14,999"
"574","ind2361","50-54","m","1310","$10,000 to $14,999"
"575","ind5122","60-61","f","1312","$10,000 to $14,999"
"576","ind2667","60-61","m","1313","$10,000 to $14,999"
"577","ind2773","62-64","m","1314","$10,000 to $14,999"
"578","ind4705","50-54","f","1315","$10,000 to $14,999"
"579","ind4851","55-59","f","1318","$10,000 to $14,999"
"580","ind493","55-59","f","1319","$10,000 to $14,999"
"581","ind4958","55-59","f","1320","$10,000 to $14,999"
"582","ind2533","55-59","m","1321","$10,000 to $14,999"
"583","ind4621","45-49","f","1322","$10,000 to $14,999"
"584","ind2787","62-64","m","1323","$10,000 to $14,999"
"585","ind2832","62-64","m","1324","$10,000 to $14,999"
"586","ind4894","55-59","f","1325","$10,000 to $14,999"
"587","ind4813","50-54","f","1328","$10,000 to $14,999"
"588","ind4950","55-59","f","1332","$10,000 to $14,999"
"589","ind2824","62-64","m","1334","$10,000 to $14,999"
"590","ind2444","50-54","m","1335","$10,000 to $14,999"
"591","ind2696","60-61","m","1336","$10,000 to $14,999"
"592","ind469","50-54","f","1340","$10,000 to $14,999"
"593","ind4856","55-59","f","1341","$10,000 to $14,999"
"594","ind2528","55-59","m","1342","$10,000 to $14,999"
"595","ind2475","50-54","m","1343","$10,000 to $14,999"
"596","ind2619","55-59","m","1345","$10,000 to $14,999"
"597","ind2638","55-59","m","1346","$10,000 to $14,999"
"598","ind2520","55-59","m","1347","$10,000 to $14,999"
"599","ind2560","55-59","m","1348","$10,000 to $14,999"
"600","ind2333","50-54","m","1349","$10,000 to $14,999"
"601","ind4757","50-54","f","1350","$10,000 to $14,999"
"602","ind2285","45-49","m","1352","$10,000 to $14,999"
"603","ind4795","50-54","f","1353","$10,000 to $14,999"
"604","ind5104","60-61","f","1354","$10,000 to $14,999"
"605","ind2439","50-54","m","1355","$10,000 to $14,999"
"606","ind4753","50-54","f","1356","$10,000 to $14,999"
"607","ind2754","62-64","m","1358","$15,000 to $19,999"
"608","ind510","60-61","f","1360","$15,000 to $19,999"
"609","ind2347","50-54","m","1361","$15,000 to $19,999"
"610","ind2297","45-49","m","1362","$20,000 to $24,999"
"611","ind2282","45-49","m","1363","$20,000 to $24,999"
"612","ind5140","60-61","f","1364","$20,000 to $24,999"
"613","ind2831","62-64","m","1365","$25,000 to $29,999"
"614","ind233","50-54","m","1366","$25,000 to $29,999"
"615","ind4981","55-59","f","1367","$25,000 to $29,999"
"616","ind2534","55-59","m","1368","$25,000 to $29,999"
"617","ind2424","50-54","m","1369","$25,000 to $29,999"
"618","ind4896","55-59","f","1370","$25,000 to $29,999"
"619","ind5081","60-61","f","1372","$25,000 to $29,999"
"620","ind2649","55-59","m","1373","$25,000 to $29,999"
"621","ind2630","55-59","m","1374","$25,000 to $29,999"
"622","ind2769","62-64","m","1377","$25,000 to $29,999"
"623","ind2742","62-64","m","1378","$25,000 to $29,999"
"624","ind4995","55-59","f","1379","$25,000 to $29,999"
"625","ind4602","45-49","f","1382","$25,000 to $29,999"
"626","ind4866","55-59","f","1384","$25,000 to $29,999"
"627","ind2757","62-64","m","1386","$25,000 to $29,999"
"628","ind2816","62-64","m","1387","$25,000 to $29,999"
"629","ind4649","45-49","f","1388","$25,000 to $29,999"
"630","ind517","60-61","f","1389","$25,000 to $29,999"
"631","ind2473","50-54","m","1392","$25,000 to $29,999"
"632","ind2545","55-59","m","1393","$25,000 to $29,999"
"633","ind2728","62-64","m","1394","$25,000 to $29,999"
"634","ind257","55-59","m","1395","$25,000 to $29,999"
"635","ind2321","50-54","m","1396","$25,000 to $29,999"
"636","ind281","62-64","m","1397","$25,000 to $29,999"
"637","ind2842","62-64","m","1398","$25,000 to $29,999"
"638","ind2324","50-54","m","1399","$25,000 to $29,999"
"639","ind2597","55-59","m","1400","$25,000 to $29,999"
"640","ind2488","50-54","m","1402","$25,000 to $29,999"
"641","ind267","60-61","m","1403","$25,000 to $29,999"
"642","ind2506","50-54","m","1404","$25,000 to $29,999"
"643","ind476","50-54","f","1405","$25,000 to $29,999"
"644","ind2485","50-54","m","1407","$25,000 to $29,999"
"645","ind4961","55-59","f","1408","$25,000 to $29,999"
"646","ind5214","62-64","f","1409","$25,000 to $29,999"
"647","ind2310","45-49","m","1410","$25,000 to $29,999"
"648","ind508","60-61","f","1411","$25,000 to $29,999"
"649","ind2276","45-49","m","1412","$25,000 to $29,999"
"650","ind4819","50-54","f","1413","$25,000 to $29,999"
"651","ind268","60-61","m","1414","$25,000 to $29,999"
"652","ind2509","50-54","m","1415","$25,000 to $29,999"
"653","ind4909","55-59","f","1416","$25,000 to $29,999"
"654","ind4701","50-54","f","1417","$25,000 to $29,999"
"655","ind2306","45-49","m","1418","$25,000 to $29,999"
"656","ind5092","60-61","f","1419","$25,000 to $29,999"
"657","ind5042","55-59","f","1420","$25,000 to $29,999"
"658","ind2746","62-64","m","1421","$25,000 to $29,999"
"659","ind2702","60-61","m","1422","$25,000 to $29,999"
"660","ind250","50-54","m","1423","$25,000 to $29,999"
"661","ind2404","50-54","m","1425","$25,000 to $29,999"
"662","ind2517","55-59","m","1426","$25,000 to $29,999"
"663","ind4918","55-59","f","1427","$25,000 to $29,999"
"664","ind2609","55-59","m","1428","$25,000 to $29,999"
"665","ind228","45-49","m","1429","$25,000 to $29,999"
"666","ind5034","55-59","f","1430","$25,000 to $29,999"
"667","ind4900","55-59","f","1431","$25,000 to $29,999"
"668","ind48","50-54","f","1434","$25,000 to $29,999"
"669","ind5033","55-59","f","1436","$25,000 to $29,999"
"670","ind4591","45-49","f","1438","$25,000 to $29,999"
"671","ind4891","55-59","f","1440","$25,000 to $29,999"
"672","ind52","60-61","f","1441","$25,000 to $29,999"
"673","ind4707","50-54","f","1442","$25,000 to $29,999"
"674","ind5052","55-59","f","1447","$25,000 to $29,999"
"675","ind5130","60-61","f","1448","$25,000 to $29,999"
"676","ind4758","50-54","f","1449","$25,000 to $29,999"
"677","ind4704","50-54","f","1450","$25,000 to $29,999"
"678","ind4855","55-59","f","1453","$25,000 to $29,999"
"679","ind2425","50-54","m","1456","$25,000 to $29,999"
"680","ind2575","55-59","m","1457","$25,000 to $29,999"
"681","ind2468","50-54","m","1459","$25,000 to $29,999"
"682","ind249","50-54","m","1460","$25,000 to $29,999"
"683","ind2839","62-64","m","1467","$30,000 to $34,999"
"684","ind2574","55-59","m","1471","$30,000 to $34,999"
"685","ind5006","55-59","f","1472","$30,000 to $34,999"
"686","ind4849","50-54","f","1473","$30,000 to $34,999"
"687","ind2351","50-54","m","1474","$30,000 to $34,999"
"688","ind2681","60-61","m","1475","$30,000 to $34,999"
"689","ind5244","62-64","f","1476","$30,000 to $34,999"
"690","ind4693","50-54","f","1477","$30,000 to $34,999"
"691","ind5001","55-59","f","1479","$30,000 to $34,999"
"692","ind4784","50-54","f","1481","$30,000 to $34,999"
"693","ind4583","45-49","f","1484","$30,000 to $34,999"
"694","ind4941","55-59","f","1485","$30,000 to $34,999"
"695","ind4810","50-54","f","1487","$30,000 to $34,999"
"696","ind2663","60-61","m","1488","$30,000 to $34,999"
"697","ind2290","45-49","m","1490","$30,000 to $34,999"
"698","ind5141","60-61","f","1492","$30,000 to $34,999"
"699","ind464","45-49","f","1493","$30,000 to $34,999"
"700","ind2418","50-54","m","1495","$30,000 to $34,999"
"701","ind2349","50-54","m","1496","$30,000 to $34,999"
"702","ind5089","60-61","f","1497","$30,000 to $34,999"
"703","ind2489","50-54","m","1499","$30,000 to $34,999"
"704","ind502","55-59","f","1500","$30,000 to $34,999"
"705","ind5252","62-64","f","1503","$30,000 to $34,999"
"706","ind239","50-54","m","1505","$30,000 to $34,999"
"707","ind2837","62-64","m","1506","$30,000 to $34,999"
"708","ind4947","55-59","f","1507","$30,000 to $34,999"
"709","ind2637","55-59","m","1510","$30,000 to $34,999"
"710","ind4870","55-59","f","1511","$30,000 to $34,999"
"711","ind5162","60-61","f","1513","$30,000 to $34,999"
"712","ind5188","60-61","f","1514","$30,000 to $34,999"
"713","ind4749","50-54","f","1515","$30,000 to $34,999"
"714","ind473","50-54","f","1517","$30,000 to $34,999"
"715","ind2267","45-49","m","1518","$30,000 to $34,999"
"716","ind2521","55-59","m","1519","$30,000 to $34,999"
"717","ind2718","62-64","m","1520","$30,000 to $34,999"
"718","ind2410","50-54","m","1521","$30,000 to $34,999"
"719","ind2465","50-54","m","1522","$30,000 to $34,999"
"720","ind4711","50-54","f","1523","$30,000 to $34,999"
"721","ind4615","45-49","f","1524","$30,000 to $34,999"
"722","ind2486","50-54","m","1525","$30,000 to $34,999"
"723","ind4671","45-49","f","1526","$30,000 to $34,999"
"724","ind2269","45-49","m","1527","$30,000 to $34,999"
"725","ind4685","50-54","f","1528","$30,000 to $34,999"
"726","ind4895","55-59","f","1529","$30,000 to $34,999"
"727","ind4687","50-54","f","1530","$30,000 to $34,999"
"728","ind4956","55-59","f","1531","$30,000 to $34,999"
"729","ind2387","50-54","m","1535","$30,000 to $34,999"
"730","ind2608","55-59","m","1536","$30,000 to $34,999"
"731","ind4889","55-59","f","1538","$30,000 to $34,999"
"732","ind241","50-54","m","1541","$30,000 to $34,999"
"733","ind2307","45-49","m","1542","$30,000 to $34,999"
"734","ind242","50-54","m","1543","$30,000 to $34,999"
"735","ind2658","55-59","m","1544","$30,000 to $34,999"
"736","ind2483","50-54","m","1545","$30,000 to $34,999"
"737","ind4700","50-54","f","1547","$30,000 to $34,999"
"738","ind2795","62-64","m","1548","$30,000 to $34,999"
"739","ind2392","50-54","m","1550","$30,000 to $34,999"
"740","ind2625","55-59","m","1551","$30,000 to $34,999"
"741","ind2546","55-59","m","1553","$30,000 to $34,999"
"742","ind2438","50-54","m","1554","$30,000 to $34,999"
"743","ind4683","50-54","f","1555","$35,000 to $39,999"
"744","ind2353","50-54","m","1557","$35,000 to $39,999"
"745","ind2555","55-59","m","1558","$35,000 to $39,999"
"746","ind235","50-54","m","1560","$35,000 to $39,999"
"747","ind4637","45-49","f","1561","$35,000 to $39,999"
"748","ind2568","55-59","m","1563","$35,000 to $39,999"
"749","ind2299","45-49","m","1565","$35,000 to $39,999"
"750","ind4938","55-59","f","1567","$35,000 to $39,999"
"751","ind5094","60-61","f","1569","$35,000 to $39,999"
"752","ind274","62-64","m","1570","$35,000 to $39,999"
"753","ind2332","50-54","m","1571","$35,000 to $39,999"
"754","ind4681","45-49","f","1572","$35,000 to $39,999"
"755","ind4632","45-49","f","1573","$35,000 to $39,999"
"756","ind2281","45-49","m","1574","$35,000 to $39,999"
"757","ind4679","45-49","f","1576","$35,000 to $39,999"
"758","ind2294","45-49","m","1578","$35,000 to $39,999"
"759","ind2624","55-59","m","1581","$35,000 to $39,999"
"760","ind4747","50-54","f","1583","$35,000 to $39,999"
"761","ind498","55-59","f","1585","$35,000 to $39,999"
"762","ind5022","55-59","f","1586","$35,000 to $39,999"
"763","ind2678","60-61","m","1588","$35,000 to $39,999"
"764","ind2293","45-49","m","1589","$35,000 to $39,999"
"765","ind2366","50-54","m","1590","$35,000 to $39,999"
"766","ind4879","55-59","f","1591","$35,000 to $39,999"
"767","ind2796","62-64","m","1592","$35,000 to $39,999"
"768","ind4945","55-59","f","1594","$35,000 to $39,999"
"769","ind4904","55-59","f","1595","$35,000 to $39,999"
"770","ind2342","50-54","m","1596","$35,000 to $39,999"
"771","ind2369","50-54","m","1597","$35,000 to $39,999"
"772","ind4754","50-54","f","1599","$35,000 to $39,999"
"773","ind237","50-54","m","1600","$35,000 to $39,999"
"774","ind5125","60-61","f","1602","$35,000 to $39,999"
"775","ind2600","55-59","m","1606","$35,000 to $39,999"
"776","ind2651","55-59","m","1607","$35,000 to $39,999"
"777","ind4734","50-54","f","1608","$35,000 to $39,999"
"778","ind2525","55-59","m","1609","$35,000 to $39,999"
"779","ind5134","60-61","f","1611","$35,000 to $39,999"
"780","ind4764","50-54","f","1612","$35,000 to $39,999"
"781","ind227","45-49","m","1615","$35,000 to $39,999"
"782","ind5061","55-59","f","1616","$35,000 to $39,999"
"783","ind4811","50-54","f","1617","$35,000 to $39,999"
"784","ind2669","60-61","m","1618","$35,000 to $39,999"
"785","ind272","62-64","m","1619","$35,000 to $39,999"
"786","ind2463","50-54","m","1622","$35,000 to $39,999"
"787","ind2273","45-49","m","1625","$35,000 to $39,999"
"788","ind4789","50-54","f","1626","$35,000 to $39,999"
"789","ind2370","50-54","m","1627","$35,000 to $39,999"
"790","ind2367","50-54","m","1630","$35,000 to $39,999"
"791","ind2671","60-61","m","1632","$35,000 to $39,999"
"792","ind4735","50-54","f","1633","$35,000 to $39,999"
"793","ind2265","45-49","m","1634","$35,000 to $39,999"
"794","ind2656","55-59","m","1635","$35,000 to $39,999"
"795","ind2422","50-54","m","1636","$35,000 to $39,999"
"796","ind2662","60-61","m","1637","$40,000 to $44,999"
"797","ind4884","55-59","f","1641","$40,000 to $44,999"
"798","ind2474","50-54","m","1642","$40,000 to $44,999"
"799","ind4769","50-54","f","1643","$40,000 to $44,999"
"800","ind2371","50-54","m","1644","$40,000 to $44,999"
"801","ind2402","50-54","m","1645","$40,000 to $44,999"
"802","ind4873","55-59","f","1646","$40,000 to $44,999"
"803","ind4848","50-54","f","1647","$40,000 to $44,999"
"804","ind2720","62-64","m","1648","$40,000 to $44,999"
"805","ind2687","60-61","m","1649","$40,000 to $44,999"
"806","ind2518","55-59","m","1650","$40,000 to $44,999"
"807","ind524","62-64","f","1651","$40,000 to $44,999"
"808","ind4859","55-59","f","1653","$40,000 to $44,999"
"809","ind4937","55-59","f","1655","$40,000 to $44,999"
"810","ind4629","45-49","f","1656","$40,000 to $44,999"
"811","ind467","45-49","f","1657","$40,000 to $44,999"
"812","ind4874","55-59","f","1660","$40,000 to $44,999"
"813","ind4759","50-54","f","1662","$40,000 to $44,999"
"814","ind2768","62-64","m","1663","$40,000 to $44,999"
"815","ind2719","62-64","m","1664","$40,000 to $44,999"
"816","ind2561","55-59","m","1665","$40,000 to $44,999"
"817","ind2337","50-54","m","1667","$40,000 to $44,999"
"818","ind4686","50-54","f","1668","$40,000 to $44,999"
"819","ind2259","45-49","m","1670","$40,000 to $44,999"
"820","ind4968","55-59","f","1671","$40,000 to $44,999"
"821","ind2623","55-59","m","1672","$40,000 to $44,999"
"822","ind2504","50-54","m","1674","$40,000 to $44,999"
"823","ind279","62-64","m","1675","$40,000 to $44,999"
"824","ind2764","62-64","m","1676","$40,000 to $44,999"
"825","ind2537","55-59","m","1677","$40,000 to $44,999"
"826","ind2260","45-49","m","1678","$40,000 to $44,999"
"827","ind2634","55-59","m","1679","$40,000 to $44,999"
"828","ind5074","60-61","f","1680","$40,000 to $44,999"
"829","ind2763","62-64","m","1682","$40,000 to $44,999"
"830","ind5143","60-61","f","1684","$45,000 to $49,999"
"831","ind2350","50-54","m","1685","$45,000 to $49,999"
"832","ind2313","45-49","m","1686","$45,000 to $49,999"
"833","ind4834","50-54","f","1687","$45,000 to $49,999"
"834","ind2511","55-59","m","1688","$45,000 to $49,999"
"835","ind5192","60-61","f","1689","$45,000 to $49,999"
"836","ind2587","55-59","m","1691","$45,000 to $49,999"
"837","ind2409","50-54","m","1693","$45,000 to $49,999"
"838","ind2818","62-64","m","1694","$45,000 to $49,999"
"839","ind2412","50-54","m","1695","$45,000 to $49,999"
"840","ind2490","50-54","m","1696","$45,000 to $49,999"
"841","ind5060","55-59","f","1697","$45,000 to $49,999"
"842","ind5197","60-61","f","1699","$45,000 to $49,999"
"843","ind236","50-54","m","1701","$45,000 to $49,999"
"844","ind2393","50-54","m","1702","$45,000 to $49,999"
"845","ind2610","55-59","m","1703","$45,000 to $49,999"
"846","ind2627","55-59","m","1704","$45,000 to $49,999"
"847","ind2447","50-54","m","1705","$45,000 to $49,999"
"848","ind5201","60-61","f","1706","$45,000 to $49,999"
"849","ind2814","62-64","m","1707","$45,000 to $49,999"
"850","ind282","62-64","m","1708","$45,000 to $49,999"
"851","ind2484","50-54","m","1709","$45,000 to $49,999"
"852","ind276","62-64","m","1710","$45,000 to $49,999"
"853","ind46","45-49","f","1711","$45,000 to $49,999"
"854","ind5194","60-61","f","1712","$45,000 to $49,999"
"855","ind254","55-59","m","1713","$45,000 to $49,999"
"856","ind2830","62-64","m","1714","$45,000 to $49,999"
"857","ind2398","50-54","m","1715","$45,000 to $49,999"
"858","ind5020","55-59","f","1716","$45,000 to $49,999"
"859","ind5014","55-59","f","1717","$45,000 to $49,999"
"860","ind2427","50-54","m","1718","$45,000 to $49,999"
"861","ind2614","55-59","m","1719","$45,000 to $49,999"
"862","ind4791","50-54","f","1721","$45,000 to $49,999"
"863","ind2434","50-54","m","1722","$45,000 to $49,999"
"864","ind2499","50-54","m","1723","$45,000 to $49,999"
"865","ind5119","60-61","f","1724","$45,000 to $49,999"
"866","ind4782","50-54","f","1725","$45,000 to $49,999"
"867","ind2767","62-64","m","1726","$45,000 to $49,999"
"868","ind271","60-61","m","1727","$45,000 to $49,999"
"869","ind240","50-54","m","1728","$45,000 to $49,999"
"870","ind2733","62-64","m","1729","$45,000 to $49,999"
"871","ind4864","55-59","f","1730","$45,000 to $49,999"
"872","ind2779","62-64","m","1731","$45,000 to $49,999"
"873","ind4635","45-49","f","1732","$45,000 to $49,999"
"874","ind2386","50-54","m","1733","$45,000 to $49,999"
"875","ind2589","55-59","m","1734","$45,000 to $49,999"
"876","ind2292","45-49","m","1735","$45,000 to $49,999"
"877","ind2554","55-59","m","1736","$45,000 to $49,999"
"878","ind2481","50-54","m","1737","$45,000 to $49,999"
"879","ind5087","60-61","f","1738","$45,000 to $49,999"
"880","ind5159","60-61","f","1739","$45,000 to $49,999"
"881","ind2541","55-59","m","1740","$45,000 to $49,999"
"882","ind2666","60-61","m","1741","$45,000 to $49,999"
"883","ind2596","55-59","m","1742","$45,000 to $49,999"
"884","ind2346","50-54","m","1743","$45,000 to $49,999"
"885","ind2451","50-54","m","1744","$45,000 to $49,999"
"886","ind2598","55-59","m","1745","$50,000 to $59,999"
"887","ind5247","62-64","f","1746","$50,000 to $59,999"
"888","ind2340","50-54","m","1748","$50,000 to $59,999"
"889","ind2459","50-54","m","1749","$50,000 to $59,999"
"890","ind4798","50-54","f","1750","$50,000 to $59,999"
"891","ind2791","62-64","m","1752","$50,000 to $59,999"
"892","ind2417","50-54","m","1753","$50,000 to $59,999"
"893","ind4760","50-54","f","1754","$50,000 to $59,999"
"894","ind264","55-59","m","1755","$50,000 to $59,999"
"895","ind2729","62-64","m","1756","$50,000 to $59,999"
"896","ind4911","55-59","f","1757","$50,000 to $59,999"
"897","ind2440","50-54","m","1758","$50,000 to $59,999"
"898","ind2355","50-54","m","1759","$50,000 to $59,999"
"899","ind2275","45-49","m","1760","$50,000 to $59,999"
"900","ind4830","50-54","f","1761","$50,000 to $59,999"
"901","ind256","55-59","m","1762","$50,000 to $59,999"
"902","ind2345","50-54","m","1763","$50,000 to $59,999"
"903","ind4606","45-49","f","1764","$50,000 to $59,999"
"904","ind2710","60-61","m","1765","$50,000 to $59,999"
"905","ind2375","50-54","m","1766","$50,000 to $59,999"
"906","ind47","50-54","f","1768","$50,000 to $59,999"
"907","ind2686","60-61","m","1770","$50,000 to $59,999"
"908","ind2391","50-54","m","1771","$50,000 to $59,999"
"909","ind4723","50-54","f","1773","$50,000 to $59,999"
"910","ind2724","62-64","m","1774","$50,000 to $59,999"
"911","ind5030","55-59","f","1775","$50,000 to $59,999"
"912","ind2289","45-49","m","1778","$50,000 to $59,999"
"913","ind2661","60-61","m","1779","$50,000 to $59,999"
"914","ind2467","50-54","m","1781","$50,000 to $59,999"
"915","ind234","50-54","m","1783","$50,000 to $59,999"
"916","ind2569","55-59","m","1785","$50,000 to $59,999"
"917","ind2530","55-59","m","1786","$50,000 to $59,999"
"918","ind5189","60-61","f","1788","$50,000 to $59,999"
"919","ind2611","55-59","m","1789","$50,000 to $59,999"
"920","ind2591","55-59","m","1790","$50,000 to $59,999"
"921","ind4875","55-59","f","1791","$50,000 to $59,999"
"922","ind2673","60-61","m","1793","$50,000 to $59,999"
"923","ind2565","55-59","m","1794","$50,000 to $59,999"
"924","ind2642","55-59","m","1796","$50,000 to $59,999"
"925","ind231","45-49","m","1797","$50,000 to $59,999"
"926","ind4883","55-59","f","1799","$50,000 to $59,999"
"927","ind2343","50-54","m","1801","$50,000 to $59,999"
"928","ind2691","60-61","m","1804","$50,000 to $59,999"
"929","ind5213","62-64","f","1805","$50,000 to $59,999"
"930","ind238","50-54","m","1808","$50,000 to $59,999"
"931","ind2274","45-49","m","1809","$50,000 to $59,999"
"932","ind2431","50-54","m","1810","$50,000 to $59,999"
"933","ind465","45-49","f","1812","$50,000 to $59,999"
"934","ind280","62-64","m","1813","$50,000 to $59,999"
"935","ind5238","62-64","f","1814","$50,000 to $59,999"
"936","ind2348","50-54","m","1815","$50,000 to $59,999"
"937","ind2305","45-49","m","1816","$50,000 to $59,999"
"938","ind4655","45-49","f","1817","$50,000 to $59,999"
"939","ind2479","50-54","m","1818","$50,000 to $59,999"
"940","ind5169","60-61","f","1819","$50,000 to $59,999"
"941","ind2497","50-54","m","1821","$50,000 to $59,999"
"942","ind2495","50-54","m","1822","$50,000 to $59,999"
"943","ind2822","62-64","m","1823","$50,000 to $59,999"
"944","ind2542","55-59","m","1826","$50,000 to $59,999"
"945","ind2775","62-64","m","1827","$50,000 to $59,999"
"946","ind2715","62-64","m","1828","$50,000 to $59,999"
"947","ind2693","60-61","m","1829","$50,000 to $59,999"
"948","ind4850","55-59","f","1831","$50,000 to $59,999"
"949","ind4790","50-54","f","1832","$50,000 to $59,999"
"950","ind2441","50-54","m","1833","$50,000 to $59,999"
"951","ind243","50-54","m","1836","$50,000 to $59,999"
"952","ind2403","50-54","m","1837","$50,000 to $59,999"
"953","ind4892","55-59","f","1838","$50,000 to $59,999"
"954","ind4940","55-59","f","1840","$50,000 to $59,999"
"955","ind2780","62-64","m","1841","$50,000 to $59,999"
"956","ind2685","60-61","m","1842","$50,000 to $59,999"
"957","ind2759","62-64","m","1844","$50,000 to $59,999"
"958","ind265","55-59","m","1846","$50,000 to $59,999"
"959","ind4616","45-49","f","1847","$50,000 to $59,999"
"960","ind5085","60-61","f","1849","$50,000 to $59,999"
"961","ind2283","45-49","m","1851","$50,000 to $59,999"
"962","ind2428","50-54","m","1852","$50,000 to $59,999"
"963","ind2616","55-59","m","1855","$50,000 to $59,999"
"964","ind2376","50-54","m","1856","$50,000 to $59,999"
"965","ind2421","50-54","m","1857","$50,000 to $59,999"
"966","ind2341","50-54","m","1858","$50,000 to $59,999"
"967","ind2430","50-54","m","1859","$50,000 to $59,999"
"968","ind2510","50-54","m","1861","$50,000 to $59,999"
"969","ind2317","45-49","m","1862","$50,000 to $59,999"
"970","ind2303","45-49","m","1865","$50,000 to $59,999"
"971","ind2358","50-54","m","1866","$60,000 to $74,999"
"972","ind4750","50-54","f","1867","$60,000 to $74,999"
"973","ind2414","50-54","m","1868","$60,000 to $74,999"
"974","ind483","50-54","f","1869","$60,000 to $74,999"
"975","ind2697","60-61","m","1870","$60,000 to $74,999"
"976","ind2647","55-59","m","1871","$60,000 to $74,999"
"977","ind2492","50-54","m","1872","$60,000 to $74,999"
"978","ind2357","50-54","m","1875","$60,000 to $74,999"
"979","ind2531","55-59","m","1877","$60,000 to $74,999"
"980","ind5251","62-64","f","1878","$60,000 to $74,999"
"981","ind2676","60-61","m","1879","$60,000 to $74,999"
"982","ind2522","55-59","m","1880","$60,000 to $74,999"
"983","ind505","55-59","f","1882","$60,000 to $74,999"
"984","ind4890","55-59","f","1884","$60,000 to $74,999"
"985","ind2793","62-64","m","1885","$60,000 to $74,999"
"986","ind5212","62-64","f","1886","$60,000 to $74,999"
"987","ind2429","50-54","m","1889","$60,000 to $74,999"
"988","ind2394","50-54","m","1892","$60,000 to $74,999"
