"","Ind","house","age","sex","income"
"2867","ind2194","411","40-44","m","$60,000 to $74,999"
"2868","ind2195","3135","40-44","m","$35,000 to $39,999"
"2869","ind2196","396","40-44","m","$50,000 to $59,999"
"2870","ind2197","2678","40-44","m","$20,000 to $24,999"
"2871","ind2198","4624","40-44","m","$100,000 to $124,999"
"2872","ind2199",NA,"40-44","m",NA
"2873","ind22","4673","40-44","m",NA
"2874","ind220","3850","40-44","m","$50,000 to $59,999"
"2875","ind2200","4624","40-44","m","$100,000 to $124,999"
"2876","ind2201","323","40-44","m","$40,000 to $44,999"
"2877","ind2202","2864","40-44","m","$30,000 to $34,999"
"2878","ind2203","3346","40-44","m","$45,000 to $49,999"
"2879","ind2204","4887","40-44","m",NA
"2880","ind2205","4799","40-44","m",NA
"2881","ind2206","3077","40-44","m","$35,000 to $39,999"
"2882","ind2207","4884","40-44","m",NA
"2883","ind2208","446","40-44","m","$75,000 to $99,999"
"2884","ind2209","223","40-44","m","Less than $10,000"
"2885","ind221","3613","40-44","m","$50,000 to $59,999"
"2886","ind2210","257","40-44","m","$20,000 to $24,999"
"2887","ind2211","2788","40-44","m","$25,000 to $29,999"
"2888","ind2212","277","40-44","m","$25,000 to $29,999"
"2889","ind2213","2436","40-44","m","$20,000 to $24,999"
"2890","ind2214","3829","40-44","m","$50,000 to $59,999"
"2891","ind2215","4125","40-44","m","$75,000 to $99,999"
"2892","ind2216","2967","40-44","m","$35,000 to $39,999"
"2893","ind2217","4882","40-44","m",NA
"2894","ind2218","318","40-44","m","$40,000 to $44,999"
"2895","ind2219","4634","40-44","m",NA
"2896","ind222","94","40-44","m","$200,000 or more"
"2897","ind2220","4689","40-44","m",NA
"2898","ind2221","2471","40-44","m","$15,000 to $19,999"
"2899","ind2222","3920","40-44","m","$60,000 to $74,999"
"2900","ind2223","2272","40-44","m","$10,000 to $14,999"
"2901","ind2224","2615","40-44","m","$20,000 to $24,999"
"2902","ind2225","3411","40-44","m","$50,000 to $59,999"
"2903","ind2226","3389","40-44","m","$45,000 to $49,999"
"2904","ind2227","3403","40-44","m","$45,000 to $49,999"
"2905","ind2228","3400","40-44","m","$50,000 to $59,999"
"2906","ind2229","3819","40-44","m","$50,000 to $59,999"
"2907","ind223","2254","40-44","m","Less than $10,000"
"2908","ind2230","2549","40-44","m","$20,000 to $24,999"
"2909","ind2231","4650","40-44","m",NA
"2910","ind2232","4799","40-44","m",NA
"2911","ind2233","4857","40-44","m",NA
"2912","ind2234","2973","40-44","m","$25,000 to $29,999"
"2913","ind2235","3239","40-44","m","$45,000 to $49,999"
"2914","ind2236","3978","40-44","m","$50,000 to $59,999"
"2915","ind2237","2747","40-44","m","$20,000 to $24,999"
"2916","ind2238","3568","40-44","m","$50,000 to $59,999"
"2917","ind2239","2934","40-44","m","$25,000 to $29,999"
"2918","ind224","171","40-44","m","Less than $10,000"
"2919","ind2240","4914","40-44","m",NA
"2920","ind2241","4624","40-44","m","$100,000 to $124,999"
"2921","ind2242","3175","40-44","m","$40,000 to $44,999"
"2922","ind2243",NA,"40-44","m",NA
"2923","ind2244","137","40-44","m","Less than $10,000"
"2924","ind2245","3732","40-44","m","$60,000 to $74,999"
"2925","ind2246","4624","40-44","m","$100,000 to $124,999"
"2926","ind2247","3573","40-44","m","$50,000 to $59,999"
"2927","ind2248","4624","40-44","m","$100,000 to $124,999"
"2928","ind2249","4926","40-44","m",NA
"2929","ind225","2535","40-44","m","$20,000 to $24,999"
"2930","ind2250","2711","40-44","m","$20,000 to $24,999"
"2931","ind2251","3125","40-44","m","$35,000 to $39,999"
"2932","ind2252","3182","40-44","m","$40,000 to $44,999"
"2933","ind2253","4787","40-44","m",NA
"2934","ind2254","2636","40-44","m","$25,000 to $29,999"
"2935","ind2255","2301","40-44","m","$10,000 to $14,999"
"2936","ind2256","2428","40-44","m","$15,000 to $19,999"
"2937","ind2257","4927","40-44","m",NA
"2938","ind2258","2933","40-44","m","$35,000 to $39,999"
"2939","ind2259","3542","40-44","m","$50,000 to $59,999"
"2940","ind226","3600","40-44","m","$50,000 to $59,999"
"2941","ind2260","4847","40-44","m",NA
"2942","ind2261","2754","40-44","m","$30,000 to $34,999"
"2943","ind2262","2438","40-44","m","$20,000 to $24,999"
"2944","ind2263","3990","40-44","m","$60,000 to $74,999"
"2945","ind2264","175","40-44","m","Less than $10,000"
"2946","ind2265","2497","40-44","m","$15,000 to $19,999"
"2947","ind2266","4624","40-44","m","$100,000 to $124,999"
"2948","ind2267","4116","40-44","m","$75,000 to $99,999"
"2949","ind2268","484","40-44","m","$75,000 to $99,999"
"2950","ind2269","4805","40-44","m",NA
"2951","ind227","3142","40-44","m","$40,000 to $44,999"
"2952","ind2270",NA,"40-44","m",NA
"2953","ind2271","4152","40-44","m","$75,000 to $99,999"
"2954","ind2272","4624","40-44","m","$100,000 to $124,999"
"2955","ind2273","3601","40-44","m","$50,000 to $59,999"
"2956","ind2274","2720","40-44","m","$25,000 to $29,999"
"2957","ind2275","3367","40-44","m","$50,000 to $59,999"
"2958","ind2276","2735","40-44","m","$25,000 to $29,999"
"2959","ind2277","2444","45-49","m","$20,000 to $24,999"
"2960","ind2278","2931","45-49","m","$35,000 to $39,999"
"2961","ind2279","4802","45-49","m",NA
"2962","ind228","3579","45-49","m","$100,000 to $124,999"
"2963","ind2280","3157","45-49","m","$45,000 to $49,999"
"2964","ind2281","3382","45-49","m","$50,000 to $59,999"
"2965","ind2282","2432","45-49","m","$20,000 to $24,999"
"2966","ind2283","4754","45-49","m",NA
"2967","ind2284","2682","45-49","m","$25,000 to $29,999"
"2968","ind2285","4861","45-49","m",NA
"2969","ind2286","3366","45-49","m","$50,000 to $59,999"
"2970","ind2287","4624","45-49","m","$100,000 to $124,999"
"2971","ind2288","4763","45-49","m",NA
"2972","ind2289","2990","45-49","m","$35,000 to $39,999"
"2973","ind229","3306","45-49","m","$45,000 to $49,999"
"2974","ind2290","4624","45-49","m","$100,000 to $124,999"
"2975","ind2291","4928","45-49","m",NA
"2976","ind2292","4624","45-49","m","$100,000 to $124,999"
"2977","ind2293","420","45-49","m","$75,000 to $99,999"
"2978","ind2294","4922","45-49","m",NA
"2979","ind2295","4066","45-49","m","$75,000 to $99,999"
"2980","ind2296","3290","45-49","m","$45,000 to $49,999"
"2981","ind2297","4184","45-49","m","$75,000 to $99,999"
"2982","ind2298","2334","45-49","m","$10,000 to $14,999"
"2983","ind2299","4719","45-49","m",NA
"2984","ind23","371","45-49","m","$60,000 to $74,999"
"2985","ind230","2914","45-49","m","$30,000 to $34,999"
"2986","ind2300","2917","45-49","m","$30,000 to $34,999"
"2987","ind2301","3787","45-49","m","$60,000 to $74,999"
"2988","ind2302","3075","45-49","m","$40,000 to $44,999"
"2989","ind2303","231","45-49","m","$10,000 to $14,999"
"2990","ind2304","3064","45-49","m","$40,000 to $44,999"
"2991","ind2305","3260","45-49","m","$45,000 to $49,999"
"2992","ind2306","4640","45-49","m",NA
"2993","ind2307","2935","45-49","m","$35,000 to $39,999"
"2994","ind2308","3708","45-49","m","$60,000 to $74,999"
"2995","ind2309","4181","45-49","m","$75,000 to $99,999"
"2996","ind231","2716","45-49","m","$25,000 to $29,999"
"2997","ind2310","2776","45-49","m","$30,000 to $34,999"
"2998","ind2311","3989","45-49","m","$60,000 to $74,999"
"2999","ind2312","4100","45-49","m","$75,000 to $99,999"
"3000","ind2313","4192","45-49","m","$75,000 to $99,999"
"3001","ind2314","4769","45-49","m",NA
"3002","ind2315","4902","45-49","m",NA
"3003","ind2316","4624","45-49","m","$100,000 to $124,999"
"3004","ind2317","369","45-49","m","$60,000 to $74,999"
"3005","ind2318","4191","45-49","m","$75,000 to $99,999"
"3006","ind2319","2278","45-49","m","$10,000 to $14,999"
"3007","ind232",NA,"45-49","m",NA
"3008","ind2320","451","45-49","m","$100,000 to $124,999"
"3009","ind2321","2673","45-49","m","$25,000 to $29,999"
"3010","ind2322","3081","45-49","m","$40,000 to $44,999"
"3011","ind2323","4624","45-49","m","$100,000 to $124,999"
"3012","ind2324","4024","45-49","m","$75,000 to $99,999"
"3013","ind2325","4624","45-49","m","$100,000 to $124,999"
"3014","ind2326","3564","45-49","m","$50,000 to $59,999"
"3015","ind2327","244","45-49","m","$20,000 to $24,999"
"3016","ind2328","4713","45-49","m",NA
"3017","ind2329","2458","45-49","m","$20,000 to $24,999"
"3018","ind233","4835","45-49","m",NA
"3019","ind2330","3938","45-49","m","$60,000 to $74,999"
"3020","ind2331","2761","45-49","m","$30,000 to $34,999"
"3021","ind2332","4050","45-49","m","$75,000 to $99,999"
"3022","ind2333","2340","45-49","m","$10,000 to $14,999"
"3023","ind2334","2360","45-49","m","$10,000 to $14,999"
"3024","ind2335","4624","45-49","m","$100,000 to $124,999"
"3025","ind2336","2822","45-49","m","$30,000 to $34,999"
"3026","ind2337","2464","45-49","m","$20,000 to $24,999"
"3027","ind2338","4718","45-49","m",NA
"3028","ind2339","4646","45-49","m",NA
"3029","ind234","3887","45-49","m","$60,000 to $74,999"
"3030","ind2340","3859","45-49","m","$60,000 to $74,999"
"3031","ind2341","2255","45-49","m","$10,000 to $14,999"
"3032","ind2342","4781","45-49","m",NA
"3033","ind2343","2994","45-49","m","$35,000 to $39,999"
"3034","ind2344","135","45-49","m","Less than $10,000"
"3035","ind2345","3897","45-49","m","$60,000 to $74,999"
"3036","ind2346","3654","45-49","m","$50,000 to $59,999"
"3037","ind2347","4843","45-49","m",NA
"3038","ind2348","2974","45-49","m","$35,000 to $39,999"
"3039","ind2349","2736","45-49","m","$25,000 to $29,999"
"3040","ind235","93","45-49","m","$200,000 or more"
"3041","ind2350","2323","45-49","m","$10,000 to $14,999"
"3042","ind2351","4095","45-49","m","$75,000 to $99,999"
"3043","ind2352","4624","45-49","m","$100,000 to $124,999"
"3044","ind2353","4664","45-49","m",NA
"3045","ind2354","217","45-49","m","Less than $10,000"
"3046","ind2355","122","45-49","m","Less than $10,000"
"3047","ind2356","4624","45-49","m","$100,000 to $124,999"
"3048","ind2357","188","45-49","m","Less than $10,000"
"3049","ind2358","3812","45-49","m","$60,000 to $74,999"
"3050","ind2359","3028","45-49","m","$40,000 to $44,999"
"3051","ind236","4890","45-49","m",NA
"3052","ind2360","126","45-49","m","Less than $10,000"
"3053","ind2361","3370","45-49","m","$50,000 to $59,999"
"3054","ind2362","4669","45-49","m",NA
"3055","ind2363","3086","45-49","m","$40,000 to $44,999"
"3056","ind2364","3981","45-49","m","$60,000 to $74,999"
"3057","ind2365","229","45-49","m","$10,000 to $14,999"
"3058","ind2366","381","45-49","m","$60,000 to $74,999"
"3059","ind2367","4897","45-49","m",NA
"3060","ind2368","3067","45-49","m","$40,000 to $44,999"
"3061","ind2369","3626","45-49","m","$50,000 to $59,999"
"3062","ind237","3912","45-49","m","$60,000 to $74,999"
"3063","ind2370","114","45-49","m","Less than $10,000"
"3064","ind2371","3888","45-49","m","$60,000 to $74,999"
"3065","ind2372","3864","45-49","m","$60,000 to $74,999"
"3066","ind2373","266","45-49","m","$25,000 to $29,999"
"3067","ind2374","4624","45-49","m","$100,000 to $124,999"
"3068","ind2375","130","45-49","m","Less than $10,000"
"3069","ind2376","4882","45-49","m",NA
"3070","ind2377","2558","45-49","m","$20,000 to $24,999"
"3071","ind2378","3045","45-49","m","$40,000 to $44,999"
"3072","ind2379","3191","45-49","m","$45,000 to $49,999"
"3073","ind238","4907","45-49","m",NA
"3074","ind2380","2782","45-49","m","$30,000 to $34,999"
"3075","ind2381","258","45-49","m","$25,000 to $29,999"
"3076","ind2382","500","45-49","m","$125,000 to $149,999"
"3077","ind2383","246","45-49","m","$20,000 to $24,999"
"3078","ind2384","4644","45-49","m",NA
"3079","ind2385","2343","45-49","m","$10,000 to $14,999"
"3080","ind2386","4011","45-49","m","$75,000 to $99,999"
"3081","ind2387","4219","45-49","m","$75,000 to $99,999"
"3082","ind2388","406","45-49","m","$75,000 to $99,999"
"3083","ind2389","501","45-49","m","$125,000 to $149,999"
"3084","ind239","4597","45-49","m","$100,000 to $124,999"
"3085","ind2390","4670","45-49","m",NA
"3086","ind2391","2683","45-49","m","$25,000 to $29,999"
"3087","ind2392","280","45-49","m","$30,000 to $34,999"
"3088","ind2393","132","45-49","m","Less than $10,000"
"3089","ind2394","4816","45-49","m",NA
"3090","ind2395","3604","45-49","m","$50,000 to $59,999"
"3091","ind2396","241","45-49","m","$15,000 to $19,999"
"3092","ind2397","4680","45-49","m",NA
"3093","ind2398","4920","45-49","m",NA
"3094","ind2399","2447","45-49","m","$20,000 to $24,999"
"3095","ind24","3784","45-49","m","$60,000 to $74,999"
"3096","ind240","2762","45-49","m","$30,000 to $34,999"
"3097","ind2400","490","45-49","m","$125,000 to $149,999"
"3098","ind2401","3701","45-49","m","$60,000 to $74,999"
"3099","ind2402","3152","45-49","m","$45,000 to $49,999"
"3100","ind2403","2305","45-49","m","$10,000 to $14,999"
"3101","ind2404","2437","45-49","m","$20,000 to $24,999"
"3102","ind2405","4792","45-49","m",NA
"3103","ind2406","3804","45-49","m","$60,000 to $74,999"
"3104","ind2407","3149","45-49","m","$40,000 to $44,999"
"3105","ind2408","3757","45-49","m","$60,000 to $74,999"
"3106","ind2409","3080","45-49","m","$40,000 to $44,999"
"3107","ind241","4848","45-49","m",NA
"3108","ind2410","4624","45-49","m","$100,000 to $124,999"
"3109","ind2411","388","45-49","m","$60,000 to $74,999"
"3110","ind2412","354","45-49","m","$50,000 to $59,999"
"3111","ind2413","3785","45-49","m","$60,000 to $74,999"
"3112","ind2414","2963","45-49","m","$35,000 to $39,999"
"3113","ind2415","3930","45-49","m","$60,000 to $74,999"
"3114","ind2416","3738","45-49","m","$60,000 to $74,999"
"3115","ind2417","375","45-49","m","$60,000 to $74,999"
"3116","ind2418","319","45-49","m","$45,000 to $49,999"
"3117","ind2419","3309","45-49","m","$45,000 to $49,999"
"3118","ind242","4725","45-49","m",NA
"3119","ind2420","4892","45-49","m",NA
"3120","ind2421","4624","45-49","m","$100,000 to $124,999"
"3121","ind2422","505","45-49","m","$125,000 to $149,999"
"3122","ind2423","2706","45-49","m","$25,000 to $29,999"
"3123","ind2424","2350","45-49","m","$10,000 to $14,999"
"3124","ind2425","4624","45-49","m","$100,000 to $124,999"
"3125","ind2426","397","45-49","m","$60,000 to $74,999"
"3126","ind2427","4624","45-49","m","$100,000 to $124,999"
"3127","ind2428","3337","45-49","m","$50,000 to $59,999"
"3128","ind2429","3958","45-49","m","$60,000 to $74,999"
"3129","ind243","208","45-49","m","Less than $10,000"
"3130","ind2430","4624","45-49","m","$100,000 to $124,999"
"3131","ind2431","3287","45-49","m","$45,000 to $49,999"
"3132","ind2432","303","45-49","m","$40,000 to $44,999"
"3133","ind2433","4813","45-49","m",NA
"3134","ind2434","2356","45-49","m","$10,000 to $14,999"
"3135","ind2435","4918","45-49","m",NA
"3136","ind2436","3262","45-49","m","$45,000 to $49,999"
"3137","ind2437","3728","45-49","m","$60,000 to $74,999"
"3138","ind2438","426","45-49","m","$75,000 to $99,999"
"3139","ind2439","2388","45-49","m","$10,000 to $14,999"
"3140","ind244","3790","45-49","m","$60,000 to $74,999"
"3141","ind2440","2849","45-49","m","$30,000 to $34,999"
"3142","ind2441","4658","45-49","m",NA
"3143","ind2442","149","45-49","m","Less than $10,000"
"3144","ind2443","3914","45-49","m","$60,000 to $74,999"
"3145","ind2444","4687","45-49","m",NA
"3146","ind2445","2879","45-49","m","$30,000 to $34,999"
"3147","ind2446","2751","45-49","m","$30,000 to $34,999"
"3148","ind2447","4766","45-49","m",NA
"3149","ind2448","299","45-49","m","$35,000 to $39,999"
"3150","ind2449","2878","45-49","m","$30,000 to $34,999"
"3151","ind245","4624","45-49","m","$100,000 to $124,999"
"3152","ind2450","2675","45-49","m","$25,000 to $29,999"
"3153","ind2451","519","45-49","m","$125,000 to $149,999"
"3154","ind2452","3327","45-49","m","$45,000 to $49,999"
"3155","ind2453","4682","45-49","m",NA
"3156","ind2454","3691","45-49","m","$60,000 to $74,999"
"3157","ind2455","351","45-49","m","$50,000 to $59,999"
"3158","ind2456","2930","45-49","m","$35,000 to $39,999"
"3159","ind2457","247","45-49","m","$20,000 to $24,999"
"3160","ind2458","3838","45-49","m","$60,000 to $74,999"
"3161","ind2459","3304","45-49","m","$45,000 to $49,999"
"3162","ind246","2680","45-49","m","$25,000 to $29,999"
"3163","ind2460","2426","45-49","m","$15,000 to $19,999"
"3164","ind2461","156","45-49","m","Less than $10,000"
"3165","ind2462","3035","45-49","m","$40,000 to $44,999"
"3166","ind2463","100","45-49","m","Less than $10,000"
"3167","ind2464","2787","45-49","m","$30,000 to $34,999"
"3168","ind2465","4596","45-49","m","$100,000 to $124,999"
"3169","ind2466","185","45-49","m","Less than $10,000"
"3170","ind2467","4177","45-49","m","$75,000 to $99,999"
"3171","ind2468","306","45-49","m","$40,000 to $44,999"
"3172","ind2469","2612","45-49","m","$25,000 to $29,999"
"3173","ind247","3285","45-49","m","$45,000 to $49,999"
"3174","ind2470","4694","45-49","m",NA
"3175","ind2471","2557","45-49","m","$20,000 to $24,999"
"3176","ind2472","3307","45-49","m","$45,000 to $49,999"
"3177","ind2473","316","45-49","m","$45,000 to $49,999"
"3178","ind2474","3212","45-49","m","$45,000 to $49,999"
"3179","ind2475","2320","45-49","m","$10,000 to $14,999"
"3180","ind2476","4624","45-49","m","$100,000 to $124,999"
"3181","ind2477","3778","45-49","m","$60,000 to $74,999"
"3182","ind2478",NA,"45-49","m",NA
"3183","ind2479","3808","45-49","m","$60,000 to $74,999"
"3184","ind248","3090","45-49","m","$40,000 to $44,999"
"3185","ind2480","2777","45-49","m","$30,000 to $34,999"
"3186","ind2481","4745","45-49","m",NA
"3187","ind2482","2560","45-49","m","$20,000 to $24,999"
"3188","ind2483","4053","45-49","m","$75,000 to $99,999"
"3189","ind2484","3575","45-49","m","$100,000 to $124,999"
"3190","ind2485","3231","45-49","m","$45,000 to $49,999"
"3191","ind2486","259","45-49","m","$25,000 to $29,999"
"3192","ind2487","3686","45-49","m","$60,000 to $74,999"
"3193","ind2488","3428","45-49","m","$50,000 to $59,999"
"3194","ind2489","4624","45-49","m","$100,000 to $124,999"
"3195","ind249","4638","45-49","m",NA
"3196","ind2490","253","45-49","m","$20,000 to $24,999"
"3197","ind2491","4866","45-49","m",NA
"3198","ind2492","165","45-49","m","Less than $10,000"
"3199","ind2493","2281","45-49","m","$10,000 to $14,999"
"3200","ind2494","4752","45-49","m",NA
"3201","ind2495","2764","45-49","m","$30,000 to $34,999"
"3202","ind2496","4642","45-49","m",NA
"3203","ind2497","3003","45-49","m","$35,000 to $39,999"
"3204","ind2498","487","45-49","m","$100,000 to $124,999"
"3205","ind2499","4892","45-49","m",NA
"3206","ind25","2942","45-49","m","$35,000 to $39,999"
"3207","ind250","4896","45-49","m",NA
"3208","ind2500","408","45-49","m","$75,000 to $99,999"
"3209","ind2501","404","45-49","m","$75,000 to $99,999"
"3210","ind2502","4077","45-49","m","$75,000 to $99,999"
"3211","ind2503","3661","45-49","m","$50,000 to $59,999"
"3212","ind2504","4828","45-49","m",NA
"3213","ind2505","3051","45-49","m","$40,000 to $44,999"
"3214","ind2506","2910","45-49","m","$30,000 to $34,999"
"3215","ind2507","2766","45-49","m","$30,000 to $34,999"
"3216","ind2508","2529","45-49","m","$20,000 to $24,999"
"3217","ind2509","4652","45-49","m",NA
"3218","ind251","2655","45-49","m","$25,000 to $29,999"
"3219","ind2510",NA,"45-49","m",NA
"3220","ind2511","282","45-49","m","$30,000 to $34,999"
"3221","ind2512","4624","45-49","m","$100,000 to $124,999"
"3222","ind2513","313","45-49","m","$40,000 to $44,999"
"3223","ind2514","2409","45-49","m","$15,000 to $19,999"
"3224","ind2515","4848","45-49","m",NA
"3225","ind2516","4844","45-49","m",NA
"3226","ind2517","2451","45-49","m","$20,000 to $24,999"
"3227","ind2518","2811","45-49","m","$30,000 to $34,999"
"3228","ind2519","3909","45-49","m","$60,000 to $74,999"
"3229","ind252","4612","45-49","m","$100,000 to $124,999"
"3230","ind2520","2867","45-49","m","$30,000 to $34,999"
"3231","ind2521","96","45-49","m","$200,000 or more"
"3232","ind2522","4624","45-49","m","$100,000 to $124,999"
"3233","ind2523","3599","45-49","m","$50,000 to $59,999"
"3234","ind2524","4918","45-49","m",NA
"3235","ind2525","4236","45-49","m","$75,000 to $99,999"
"3236","ind2526","2960","45-49","m","$35,000 to $39,999"
"3237","ind2527","2270","45-49","m","$10,000 to $14,999"
"3238","ind2528","4861","45-49","m",NA
"3239","ind2529","4709","45-49","m",NA
"3240","ind253","2304","45-49","m","$10,000 to $14,999"
"3241","ind2530","3709","45-49","m","$60,000 to $74,999"
"3242","ind2531","2641","45-49","m","$25,000 to $29,999"
"3243","ind2532","536","45-49","m","$125,000 to $149,999"
"3244","ind2533","3514","45-49","m","$50,000 to $59,999"
"3245","ind2534","3167","45-49","m","$45,000 to $49,999"
"3246","ind2535","4088","45-49","m","$75,000 to $99,999"
"3247","ind2536","4866","45-49","m",NA
"3248","ind2537","2918","45-49","m","$30,000 to $34,999"
"3249","ind2538","3026","45-49","m","$40,000 to $44,999"
"3250","ind2539","3430","45-49","m","$50,000 to $59,999"
"3251","ind254","4861","45-49","m",NA
"3252","ind2540","2288","45-49","m","$10,000 to $14,999"
"3253","ind2541","4045","45-49","m","$75,000 to $99,999"
"3254","ind2542","4624","45-49","m","$100,000 to $124,999"
"3255","ind2543","3831","45-49","m","$60,000 to $74,999"
"3256","ind2544","285","45-49","m","$30,000 to $34,999"
"3257","ind2545","4722","45-49","m",NA
"3258","ind2546","3474","45-49","m","$50,000 to $59,999"
"3259","ind2547","3736","45-49","m","$60,000 to $74,999"
"3260","ind2548","4018","45-49","m","$75,000 to $99,999"
"3261","ind2549","236","45-49","m","$10,000 to $14,999"
"3262","ind255","497","45-49","m","$125,000 to $149,999"
"3263","ind2550","521","45-49","m","$125,000 to $149,999"
"3264","ind2551","3053","45-49","m","$40,000 to $44,999"
"3265","ind2552","4161","45-49","m","$75,000 to $99,999"
"3266","ind2553","4624","45-49","m","$100,000 to $124,999"
"3267","ind2554","262","45-49","m","$25,000 to $29,999"
"3268","ind2555","2528","45-49","m","$20,000 to $24,999"
"3269","ind2556","3055","45-49","m","$40,000 to $44,999"
"3270","ind2557","2259","45-49","m","$10,000 to $14,999"
"3271","ind2558","3895","45-49","m","$60,000 to $74,999"
"3272","ind2559","3747","45-49","m","$60,000 to $74,999"
"3273","ind256","350","45-49","m","$50,000 to $59,999"
"3274","ind2560","3228","45-49","m","$45,000 to $49,999"
"3275","ind2561","4624","45-49","m","$100,000 to $124,999"
"3276","ind2562","2412","45-49","m","$15,000 to $19,999"
"3277","ind2563","3294","45-49","m","$45,000 to $49,999"
"3278","ind2564","2745","45-49","m","$30,000 to $34,999"
"3279","ind2565","3184","45-49","m","$45,000 to $49,999"
"3280","ind2566","4784","45-49","m",NA
"3281","ind2567","4033","45-49","m","$75,000 to $99,999"
"3282","ind2568","176","45-49","m","Less than $10,000"
"3283","ind2569","3237","45-49","m","$45,000 to $49,999"
"3284","ind257","3394","45-49","m","$50,000 to $59,999"
"3285","ind2570","473","45-49","m","$100,000 to $124,999"
"3286","ind2571","4090","45-49","m","$75,000 to $99,999"
"3287","ind2572","3412","45-49","m","$50,000 to $59,999"
"3288","ind2573","3662","45-49","m","$60,000 to $74,999"
"3289","ind2574","3555","45-49","m","$100,000 to $124,999"
"3290","ind2575","4682","45-49","m",NA
"3291","ind2576","3553","45-49","m","$50,000 to $59,999"
"3292","ind2577","3205","45-49","m","$45,000 to $49,999"
"3293","ind2578","4709","45-49","m",NA
"3294","ind2579","4873","45-49","m",NA
"3295","ind258","4647","45-49","m",NA
"3296","ind2580","2398","45-49","m","$15,000 to $19,999"
"3297","ind2581","4624","45-49","m","$100,000 to $124,999"
"3298","ind2582","3266","45-49","m","$45,000 to $49,999"
"3299","ind2583","3084","45-49","m","$40,000 to $44,999"
"3300","ind2584","4811","45-49","m",NA
"3301","ind2585","2767","45-49","m","$30,000 to $34,999"
"3302","ind2586","2599","45-49","m","$25,000 to $29,999"
"3303","ind2587","4624","45-49","m","$100,000 to $124,999"
"3304","ind2588","2954","45-49","m","$35,000 to $39,999"
"3305","ind2589","332","45-49","m","$45,000 to $49,999"
"3306","ind259","3558","45-49","m","$50,000 to $59,999"
"3307","ind2590","421","45-49","m","$75,000 to $99,999"
"3308","ind2591","271","45-49","m","$25,000 to $29,999"
"3309","ind2592","455","50-54","m","$100,000 to $124,999"
"3310","ind2593","450","50-54","m","$100,000 to $124,999"
"3311","ind2594","3434","50-54","m","$50,000 to $59,999"
"3312","ind2595","2700","50-54","m","$25,000 to $29,999"
"3313","ind2596","294","50-54","m","$35,000 to $39,999"
"3314","ind2597","4711","50-54","m",NA
"3315","ind2598","4089","50-54","m","$75,000 to $99,999"
"3316","ind2599","4624","50-54","m","$100,000 to $124,999"
"3317","ind26","3967","50-54","m","$60,000 to $74,999"
"3318","ind260","3417","50-54","m","$50,000 to $59,999"
"3319","ind2600","3230","50-54","m","$45,000 to $49,999"
"3320","ind2601","4624","50-54","m","$100,000 to $124,999"
"3321","ind2602","233","50-54","m","$10,000 to $14,999"
"3322","ind2603","3621","50-54","m","$50,000 to $59,999"
"3323","ind2604","2774","50-54","m","$30,000 to $34,999"
"3324","ind2605","4624","50-54","m","$100,000 to $124,999"
"3325","ind2606","2592","50-54","m","$25,000 to $29,999"
"3326","ind2607","4624","50-54","m","$100,000 to $124,999"
"3327","ind2608","4208","50-54","m","$75,000 to $99,999"
"3328","ind2609","4624","50-54","m","$100,000 to $124,999"
"3329","ind261","4624","50-54","m","$100,000 to $124,999"
"3330","ind2610","3190","50-54","m","$45,000 to $49,999"
"3331","ind2611","3943","50-54","m","$60,000 to $74,999"
"3332","ind2612","4624","50-54","m","$100,000 to $124,999"
"3333","ind2613","4855","50-54","m",NA
"3334","ind2614","2970","50-54","m","$35,000 to $39,999"
"3335","ind2615","362","50-54","m","$50,000 to $59,999"
"3336","ind2616","2789","50-54","m","$30,000 to $34,999"
"3337","ind2617","2883","50-54","m","$30,000 to $34,999"
"3338","ind2618","3107","50-54","m","$40,000 to $44,999"
"3339","ind2619","529","50-54","m","$125,000 to $149,999"
"3340","ind262","4851","50-54","m",NA
"3341","ind2620","4882","50-54","m",NA
"3342","ind2621","3154","50-54","m","$45,000 to $49,999"
"3343","ind2622","250","50-54","m","$20,000 to $24,999"
"3344","ind2623","4268","50-54","m","$75,000 to $99,999"
"3345","ind2624","4757","50-54","m",NA
"3346","ind2625","4128","50-54","m","$75,000 to $99,999"
"3347","ind2626","4810","50-54","m",NA
"3348","ind2627","4624","50-54","m","$100,000 to $124,999"
"3349","ind2628","2749","50-54","m","$30,000 to $34,999"
"3350","ind2629","4685","50-54","m",NA
"3351","ind263","3863","50-54","m","$60,000 to $74,999"
"3352","ind2630","3764","50-54","m","$60,000 to $74,999"
"3353","ind2631","4624","50-54","m","$100,000 to $124,999"
"3354","ind2632","3508","50-54","m","$50,000 to $59,999"
"3355","ind2633","4659","50-54","m",NA
"3356","ind2634","355","50-54","m","$50,000 to $59,999"
"3357","ind2635","3963","50-54","m","$60,000 to $74,999"
"3358","ind2636","454","50-54","m","$100,000 to $124,999"
"3359","ind2637","3329","50-54","m","$45,000 to $49,999"
"3360","ind2638","2837","50-54","m","$30,000 to $34,999"
"3361","ind2639","3176","50-54","m","$45,000 to $49,999"
"3362","ind264","2689","50-54","m","$25,000 to $29,999"
"3363","ind2640","3494","50-54","m","$50,000 to $59,999"
"3364","ind2641","2863","50-54","m","$30,000 to $34,999"
"3365","ind2642","384","50-54","m","$60,000 to $74,999"
"3366","ind2643","3754","50-54","m","$60,000 to $74,999"
