"","OBJECTID","LOCNUM","CONAME","STREET","CITY","STATE","STATE_NAME","ZIP","ZIP4","NAICS","SIC","SALESVOL","HDBRCH","ULTNUM","PUBPRV","EMPNUM","FRNCOD","ISCODE","SQFTCODE","LOC_NAME","STATUS","SCORE","SOURCE","REC_TYPE","coords.x1","coords.x2","optional"
"3997","1103603","272569757","4ALOHATHERAPY AT WAIKIKI BEACH","LEWERS ST","HONOLULU","H","IHawaii","9681","5193","99999900","499997",7,"0","00000000","0",0,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4485,43.1312,TRUE
"3998","1134609","273314207","2TROPICAL STYLEHOUSE WAIKIKI'S","LEWERS ST","HONOLULU","H","IHawaii","9681","5193","98121120","272310",6,"2","00000000","0",2,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4442999999999,43.1341000000001,TRUE
"3999","1243959","887045578","9WAIKIKI PARC HOTEL","HELUMOA RD","HONOLULU","H","IHawaii","9681","5198","07211100","270110",1,"4","00000000","0",1.2,"2",NA,"D","1PointAddress",NA,0,"2INFOGROU",0,-72.4442999999999,43.1341000000001,TRUE
"4000","1243962","587046670","3IMPERIAL HI RESORT AT WAIKIKI","LEWERS ST","HONOLULU","H","IHawaii","9681","5198","67211990","970111",1,"4","00000000","0",8.2,"1",NA,NA,"1PointAddress",NA,0,"2INFOGROU",0,-72.443,43.1335,TRUE
"4001","1269666","390398698","2LA MER","KALIA RD","HONOLULU","H","IHawaii","9681","5193","67225111","758120",8,"3","00000000","0",2.9,"1",NA,"1","1PointAddress",NA,0,"2INFOGROU",0,-72.4494999999999,43.1361,TRUE
"4002","1286284","795811296","3MONARCH ROOM","KALAKAUA AVE","HONOLULU","H","IHawaii","9681","5251","57211100","270110",1,"5","00000000","0",8,"2",NA,NA,"1PointAddress",NA,0,"2INFOGROU",0,-72.4453,43.1356000000001,TRUE
"4003","1302180","898005845","7TOUCH OF ALOHA","LEWERS ST","HONOLULU","H","IHawaii","9681","5193","94481400","156510",1,"2","00000000","0",2,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4399999999999,43.1258,TRUE
"4005","11027","610534611","8PAUL BROWN SALON & DAY SPA","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4521","08121120","272310",6,"3","00000000","0",5.5,"1",NA,NA,"7PointAddress",NA,0,"2INFOGROU",0,-72.4820999999999,42.9917,TRUE
"4006","11029","110534836","1ALA MOANA PRODUCE","AUAHI ST","HONOLULU","H","IHawaii","9681","4415","74244800","951480",1,"4","00000000","0",1.4,"1",NA,NA,"6PointAddress",NA,0,"2INFOGROU",0,-72.4440999999999,43.1339000000001,TRUE
"4007","11032","510535304","9COAST PRODUCTS INC","QUEEN ST","HONOLULU","H","IHawaii","9681","4411","74246902","851692",5,"3","00000000","0",3,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4480999999999,43.1392000000001,TRUE
"4008","11038","310536085","3INTERIOR SHOWPLACE LTD","QUEEN ST","HONOLULU","H","IHawaii","9681","4411","85414100","373890",2,"3","00000000","0",2.5,"1",NA,NA,"5PointAddress",NA,0,"2INFOGROU",0,-72.4707999999999,43.0322000000001,TRUE
"4009","11041","110536412","9OBUN HAWAII INC","WAIMANU ST","HONOLULU","H","IHawaii","9681","4341","23231110","927520",2,"3","00000000","0",4,"1",NA,NA,"7StreetAddres","s",0,"2INFOGROU",0,-72.4274,43.0827000000001,TRUE
"4010","11041","910536489","7SUNMAC HAWAII LTD","QUEEN ST","HONOLULU","H","IHawaii","9681","4411","84244800","851480",5,"3","00000000","0",5,"0",NA,NA,"5PointAddress",NA,0,"2INFOGROU",0,-72.4938,42.9959000000001,TRUE
"4011","11042","810536562","1ISLAND CLUB & SPA","QUEEN ST","HONOLULU","H","IHawaii","9681","4413","97139401","179910",1,"0","317049090","8",2,"1",NA,NA,"8PointAddress",NA,0,"2INFOGROU",0,-72.3749,43.0776000000001,TRUE
"4013","11045","110536743","7OAHU ELECTRICAL CONTRACTORS","AUAHI ST","HONOLULU","H","IHawaii","9681","4413","42382100","717310",1,"2","00000000","0",2,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4292999999999,43.0937000000001,TRUE
"4014","11046","310536896","3PAUL'S UPHOLSTERY","AUAHI ST","HONOLULU","H","IHawaii","9681","4413","48114201","376410",9,"2","00000000","0",1,"0",NA,NA,"1PointAddress",NA,0,"2INFOGROU",0,-72.4247999999999,43.029,TRUE
"4015","11047","310537059","7RAY'S TRANSMISSION SVC CTR LL","CQUEEN ST","HONOLULU","H","IHawaii","9681","4411","78111110","475380",1,"2","00000000","0",3,"0",NA,NA,"1PointAddress",NA,0,"2INFOGROU",0,-72.3353999999999,43.0452000000001,TRUE
"4016","11047","710537105","8COOL ZONE INC","AUAHI ST","HONOLULU","H","IHawaii","9681","4416","14431410","257221",2,"2","00000000","0",3,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4338,43.0725000000001,TRUE
"4017","11048","610537212","2SECURITY PLUMBING","CUMMINS ST","HONOLULU","H","IHawaii","9681","4410","82382202","517110",5,"3","00000000","0",8,"0",NA,NA,"1PointAddress",NA,0,"2INFOGROU",0,-72.5088999999999,43.1384000000001,TRUE
"4018","11052","010537623","0WALT'S UPHOLSTERY LTD","KAWAIAHAO ST","HONOLULU","H","IHawaii","9681","4410","18114201","376410",9,"2","00000000","0",5,"0",NA,NA,"1PointAddress",NA,0,"2INFOGROU",0,-72.5080999999999,43.1421,TRUE
"4019","11083","310541289","4AMY'S FISH MARKET","QUEEN ST","HONOLULU","H","IHawaii","9681","4411","64452200","454210",1,"2","00000000","0",2,"0",NA,NA,"1PointAddress",NA,0,"2INFOGROU",0,-72.3975999999999,43.1422000000001,TRUE
"4020","11090","210541814","9HAKUBUNDO INC","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4521","84512110","559420",1,"3","00000000","0",5,"0",NA,NA,"6PointAddress",NA,0,"2INFOGROU",0,-72.4181,43.0464000000001,TRUE
"4021","11102","010542576","3PACIFIC FOCUS INC","KAWAIAHAO ST","HONOLULU","H","IHawaii","9681","4410","15121101","678121",1,"3","00000000","0",8,"0",NA,NA,"4PointAddress",NA,0,"2INFOGROU",0,-72.4618,43.0098000000001,TRUE
"4022","84126","420547365","5DAVE & BUSTER'S","AUAHI ST","HONOLULU","H","IHawaii","9681","4411","27225111","758120",8,"3","281015091","2",2,"22",NA,"3","8StreetAddres","s",0,"2INFOGROU",0,-72.3571999999999,43.0173,TRUE
"4023","84130","720547757","3RUBBER STAMP ONE DAY SVC INC","KONA ST","HONOLULU","H","IHawaii","9681","4340","45418700","373192",2,"2","00000000","0",3,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4283,43.089,TRUE
"4024","84140","320548598","0M L AUTOTRONIC LLC","KONA ST","HONOLULU","H","IHawaii","9681","4341","78111110","475380",1,"2","00000000","0",1,"0",NA,NA,"1StreetAddres","s",0,"2INFOGROU",0,-72.508,43.1385000000001,TRUE
"4025","84150","720549351","3STARBUCKS","KAMAKEE ST","HONOLULU","H","IHawaii","9681","4520","17225150","558122",8,"2","230365145","9",2,"14",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.5173999999999,43.1389,TRUE
"4026","84151","620549494","1BUCA DI BEPPO","AUAHI ST","HONOLULU","H","IHawaii","9681","4411","27225111","758120",8,"3","243953682","1",1.04,"2",NA,"I","4StreetAddres","s",0,"2INFOGROU",0,-72.4491999999999,43.1417,TRUE
"4027","88261","420968892","8NEWMAN CONSULTING SVC LLC","WAIMANU ST","HONOLULU","H","IHawaii","9681","4340","95416111","387426",4,"2","00000000","0",6,"0",NA,NA,"5PointAddress",NA,0,"2INFOGROU",0,-72.4274,43.0827000000001,TRUE
"4028","105631","822748764","2IDEAL FINANCE INC","KAPIOLANI BLVD","HONOLULU","H","IHawaii","9681","4210","65222920","261620",1,"2","00000000","0",5,"0",NA,NA,"5PointAddress",NA,0,"2INFOGROU",0,-72.4392999999999,43.0863,TRUE
"4029","106829","922868369","4IN-SPECS EYEWEAR","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4427","16213200","380420",1,"2","00000000","0",5,"0",NA,NA,"4PointAddress",NA,0,"2INFOGROU",0,-72.4254,43.0790000000001,TRUE
"4031","106831","922868541","8GRAFIX INK","AUAHI ST","HONOLULU","H","IHawaii","9681","4413","45414900","173894",2,"2","00000000","0",2,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4437999999999,43.1396000000001,TRUE
"4033","106841","122869417","0ENVIRSRVICES & TRAINING CTRS","WARD AVE","HONOLULU","H","IHawaii","9681","4411","05416121","287480",2,"3","00000000","0",4,"1",NA,NA,"6PointAddress",NA,0,"2INFOGROU",0,-72.4442999999999,43.1341000000001,TRUE
"4034","106847","822870112","4STACEY LEONG DESIGN","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4429","85414300","673360",3,"2","00000000","0",2,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.5039999999999,43.0729000000001,TRUE
"4035","106848","522870210","6M B EUROMOTORS","KONA ST","HONOLULU","H","IHawaii","9681","4342","18111110","475380",1,"2","00000000","0",3,"0",NA,NA,"1StreetAddres","s",0,"2INFOGROU",0,-72.4440999999999,43.1339000000001,TRUE
"4036","109699","423245661","6J SALON LLC","AUAHI ST","HONOLULU","H","IHawaii","9681","4590","08121120","272310",6,"2","00000000","0",1.1,"1",NA,NA,"4PointAddress",NA,0,"2INFOGROU",0,-72.4480999999999,43.0613000000001,TRUE
"4037","113473","123735947","6SPA OLAKINO SALON","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4521","08121121","072311",9,"2","00000000","0",6,"0",NA,NA,"4PointAddress",NA,0,"2INFOGROU",0,-72.4581999999999,43.0509000000001,TRUE
"4038","116567","824079834","8BIG CITY DINER-WARD","AUAHI ST","HONOLULU","H","IHawaii","9681","4415","37225111","758120",8,"3","00000000","0",7.4,"1",NA,"A","7PointAddress",NA,0,"2INFOGROU",0,-72.4444,43.1318000000001,TRUE
"4039","127606","425198039","7PACIFIC HOME","WARD AVE","HONOLULU","H","IHawaii","9681","4332","64421101","257121",6,"3","00000000","0",6,"0",NA,NA,"3StreetAddres","s",0,"2INFOGROU",0,-72.5113999999999,43.1365000000001,TRUE
"4040","132221","925638947","9HAWAII PACIFIC ENTERTAINMENT","QUEEN ST","HONOLULU","H","IHawaii","9681","4413","05613112","079220",6,"2","00000000","0",1.2,"1",NA,NA,"7PointAddress",NA,0,"2INFOGROU",0,-72.4294,43.1128,TRUE
"4042","132230","625639609","4AIR CARE ENVIRONMENTAL SVC","AUAHI ST","HONOLULU","H","IHawaii","9681","4416","12389909","273490",3,"3","00000000","0",1.3,"1",NA,NA,"5PointAddress",NA,0,"2INFOGROU",0,-72.3975999999999,43.1422000000001,TRUE
"4046","161706","735409719","8LIMIT LLC","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4426","39999900","499997",7,"0","00000000","0",0,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4626,43.1311000000001,TRUE
"4048","165469","635849901","0KAMA'AINA PLUMBING CO","QUEEN ST","HONOLULU","H","IHawaii","9681","4413","32382202","517110",5,"3","00000000","0",1,"1",NA,NA,"4PointAddress",NA,0,"2INFOGROU",0,-72.4288,43.1063,TRUE
"4049","168849","836518446","4SUSAN SNYDER FACIALS & MASSAG","EWAIMANU ST","HONOLULU","H","IHawaii","9681","4340","98121990","872991",7,"1","00000000","0",1,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4283999999999,43.0777000000001,TRUE
"4050","170105","636674240","1WARD CENTRE","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4521","74481400","156510",1,"3","00000000","0",1.5,"1",NA,NA,"7PointAddress",NA,0,"2INFOGROU",0,-72.4285,43.0933000000001,TRUE
"4052","170541","036700819","0L & L DRIVE-INN","KAMAKEE ST","HONOLULU","H","IHawaii","9681","4520","37225111","758120",8,"2","298006673","2",1,"1",NA,"8","3PointAddress",NA,0,"2INFOGROU",0,-72.4283,43.0792,TRUE
"4053","171000","536742503","0WARD ENTERTAINMENT CTR","KAMAKEE ST","HONOLULU","H","IHawaii","9681","4520","37225111","758120",8,"2","00000000","0",8,"0",NA,NA,"4PointAddress",NA,0,"2INFOGROU",0,-72.4750999999999,43.0650000000001,TRUE
"4054","171085","936752678","7CRAZY SHIRTS","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4521","74481902","956991",7,"2","287022352","6",4,"0",NA,NA,"4PointAddress",NA,0,"2INFOGROU",0,-72.444,43.1340000000001,TRUE
"4056","185320","938611270","01013 INTEGRATED","KAWAIAHAO ST","HONOLULU","H","IHawaii","9681","4410","15121101","678121",1,"3","00000000","0",1,"1",NA,NA,"5PointAddress",NA,0,"2INFOGROU",0,-72.4441999999999,43.1365000000001,TRUE
"4057","185326","638611669","3GOMA TEI RAMEN","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4521","17225111","758120",8,"2","00000000","0",1.2,"1",NA,"Y","6PointAddress",NA,0,"2INFOGROU",0,-72.5075999999999,43.1386000000001,TRUE
"4058","185327","038611692","5WRENCHY'S","CUMMINS ST","HONOLULU","H","IHawaii","9681","4340","88111110","475380",1,"2","00000000","0",2,"0",NA,NA,"1PointAddress",NA,0,"2INFOGROU",0,-72.4455,43.1297000000001,TRUE
"4061","185366","438614701","1RED PINEAPPLE","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4521","24532201","259471",3,"2","00000000","0",5,"0",NA,NA,"4PointAddress",NA,0,"2INFOGROU",0,-72.4453,43.1348000000001,TRUE
"4062","185367","138614848","0PUBLIC STORAGE","KAPIOLANI BLVD","HONOLULU","H","IHawaii","9681","4210","35311300","142250",3,"2","245497382","7",2,"0P",NA,NA,"7PointAddress",NA,0,"2INFOGROU",0,-72.4457999999999,43.135,TRUE
"4063","185367","538614878","7GIRLS WHO SURF LLC","AUAHI ST","HONOLULU","H","IHawaii","9681","4416","07139900","279999",9,"3","00000000","0",1.5,"10",NA,NA,"5PointAddress",NA,0,"2INFOGROU",0,-72.4295,43.0911,TRUE
"4064","210515","840061891","8TRENDS JODHPUR","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4521","29999900","499997",7,"0","00000000","0",3,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4294,43.1128,TRUE
"4065","221270","540166899","5FAMOUS FOOTWEAR","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4520","54482100","756610",1,"3","200942237","9",2,"15",NA,NA,"4PointAddress",NA,0,"2INFOGROU",0,-72.4397,43.1100000000001,TRUE
"4067","229756","140217979","1PURE SKIN BY MAGGIE","KAMAKEE ST","HONOLULU","H","IHawaii","9681","4426","18121121","072311",9,"2","00000000","0",6,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4264999999999,43.1089000000001,TRUE
"4068","229787","140218134","4HERBAL SPA SAUNA & SALON","KAWAIAHAO ST","HONOLULU","H","IHawaii","9681","4410","28121120","272310",6,"2","00000000","0",5,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4467999999999,43.1354000000001,TRUE
"4069","234408","240241604","0ALTRES","KAPIOLANI BLVD","HONOLULU","H","IHawaii","9681","4210","45416120","587422",2,"2","00000000","0",5,"0",NA,NA,"5PointAddress",NA,0,"2INFOGROU",0,-72.4483999999999,43.1399000000001,TRUE
"4071","238251","240262727","2STANDARD PARKING","KAWAIAHAO ST","HONOLULU","H","IHawaii","9681","4410","08129300","475210",2,"2","250778085","6",2,"0S",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.444,43.1340000000001,TRUE
"4073","248564","240316606","0BLISS DAY SPA & SALON","KAMAKEE ST","HONOLULU","H","IHawaii","9681","4423","98121120","272310",6,"2","00000000","0",2,"0",NA,NA,"1PointAddress",NA,0,"2INFOGROU",0,-72.4432999999999,43.1053000000001,TRUE
"4074","251894","640336977","5EXTRAVAGANZA PRODUCTIONS","KAPIOLANI BLVD","HONOLULU","H","IHawaii","9681","4210","65312100","365311",8,"3","00000000","0",2,"1",NA,NA,"6PointAddress",NA,0,"2INFOGROU",0,-72.4394,43.0265000000001,TRUE
"4075","251894","740336977","9HO'ONANI LANDSCAPING LTD","KAPIOLANI BLVD","HONOLULU","H","IHawaii","9681","4210","65617300","907820",4,"2","00000000","0",2,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.3907,43.1337000000001,TRUE
"4076","251894","840336978","124 HAUL IT ALL","KAPIOLANI BLVD","HONOLULU","H","IHawaii","9681","4210","64842301","542130",7,"2","00000000","0",1,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.3686999999999,43.0783000000001,TRUE
"4079","263641","240401346","4PROMETHEUS CONSTRUCTION","QUEEN ST","HONOLULU","H","IHawaii","9681","4411","62361151","215214",4,"3","00000000","0",5,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4499999999999,43.1344,TRUE
"4081","264719","040407914","0DOLCE","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4520","64481400","156510",1,"2","00000000","0",3,"0",NA,NA,"4PointAddress",NA,0,"2INFOGROU",0,-72.4447,43.1288000000001,TRUE
"4082","264726","640407975","0PEARL'S KOREAN BBQ","WAIMANU ST","HONOLULU","H","IHawaii","9681","4340","97225111","758120",8,"2","00000000","0",8,"0",NA,"K","4PointAddress",NA,0,"2INFOGROU",0,-72.4460999999999,43.1354000000001,TRUE
"4083","274639","240465021","1ASHLEY HOMESTORE","WARD AVE","HONOLULU","H","IHawaii","9681","4411","94421101","257121",6,"3","248457284","7",2,"11",NA,NA,"7PointAddress",NA,0,"2INFOGROU",0,-72.4472,43.1406000000001,TRUE
"4085","276477","340471885","8SEA VERSE SPORT FISHING","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4490","14872100","379991",3,"2","00000000","0",1,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4440999999999,43.1339000000001,TRUE
"4087","287049","140611906","8MICHAEL KH YEE LLC","WAIMANU ST","HONOLULU","H","IHawaii","9681","4425","95413305","887113",7,"3","00000000","0",6,"0",NA,NA,"4PointAddress",NA,0,"2INFOGROU",0,-72.3343999999999,43.063,TRUE
"4089","309804","940964458","0COMPUTANT INC","WAIMANU ST","HONOLULU","H","IHawaii","9681","4340","95415110","573710",3,"3","00000000","0",1.5,"1",NA,NA,"6PointAddress",NA,0,"2INFOGROU",0,-72.4358,43.073,TRUE
"4090","309820","140964786","4BOBBI & GUY AT WARD","AUAHI ST","HONOLULU","H","IHawaii","9681","4411","28121120","272310",6,"2","00000000","0",1.5,"1",NA,NA,"4StreetAddres","s",0,"2INFOGROU",0,-72.4274,43.0827000000001,TRUE
"4091","309825","440964874","8PRO AM GOLF SHOP","KAPIOLANI BLVD","HONOLULU","H","IHawaii","9681","4211","06116201","079993",2,"3","00000000","0",1.5,"1",NA,NA,"5PointAddress",NA,0,"2INFOGROU",0,-72.448,43.1360000000001,TRUE
"4093","312641","641008229","1BOOKKEEPING SERVICES OF HAWAI","IWAIMANU ST","HONOLULU","H","IHawaii","9681","4340","95412110","187210",1,"2","00000000","0",1,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4254999999999,43.0792,TRUE
"4096","330166","541445770","0COCOJOR DOG EMPORIUM & SPA","KAPIOLANI BLVD","HONOLULU","H","IHawaii","9681","4210","64539100","359993",0,"2","00000000","0",6,"0",NA,NA,"5PointAddress",NA,0,"2INFOGROU",0,-72.4392999999999,43.0863,TRUE
"4097","330663","941447951","6S ROBERT LEE CPA LLC","KAMAKEE ST","HONOLULU","H","IHawaii","9681","4424","35412110","187210",1,"2","00000000","0",5,"0C",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4263,43.0790000000001,TRUE
"4098","344735","041544164","0STAR EVENT MARKETING LLC","KAMAKEE ST","HONOLULU","H","IHawaii","9681","4424","35416130","387421",3,"2","00000000","0",3,"0",NA,NA,"4PointAddress",NA,0,"2INFOGROU",0,-72.4299,43.0895000000001,TRUE
"4100","352371","241574882","9ATM","KAPIOLANI BLVD","HONOLULU","H","IHawaii","9681","4210","25221100","160210",3,"0","00000000","0",0,"0",NA,NA,"PointAddress",NA,0,"2INFOGROU",0,-72.4483999999999,43.1399000000001,TRUE
"4101","352944","641575964","4ATM","KAPIOLANI BLVD","HONOLULU","H","IHawaii","9681","4210","35221100","160210",3,"0","00000000","0",0,"0",NA,NA,"PointAddress",NA,0,"2INFOGROU",0,-72.4286999999999,43.1039000000001,TRUE
"4102","367932","541749922","0MEN'S WEARHOUSE","KAMAKEE ST","HONOLULU","H","IHawaii","9681","4520","14481100","656110",1,"3","216279535","5",2,"1P",NA,NA,"4PointAddress",NA,0,"2INFOGROU",0,-72.4503999999999,43.1349000000001,TRUE
"4103","368007","141750168","3LA MUSE","AUAHI ST","HONOLULU","H","IHawaii","9681","4494","87225111","758120",8,"2","00000000","0",2,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4439,43.1336000000001,TRUE
"4104","368295","441751156","6TJ MAXX","AUAHI ST","HONOLULU","H","IHawaii","9681","4494","74522100","153110",2,"4","283989775","8",2,"1I",NA,NA,"6PointAddress",NA,0,"2INFOGROU",0,-72.4292,43.0798,TRUE
"4105","370233","941771092","2ALOHA BEST STYLE INC","CUMMINS ST","HONOLULU","H","IHawaii","9681","4340","88129102","107520",4,"2","00000000","0",2,"0",NA,NA,"1StreetAddres","s",0,"2INFOGROU",0,-72.5084999999999,43.1417,TRUE
"4108","370245","441771157","2JAMS WORLD","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4521","04511105","759411",2,"2","00000000","0",4,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4254,43.0798,TRUE
"4109","370245","541771157","3OCEAN TOYS LLC","WAIMANU ST","HONOLULU","H","IHawaii","9681","4342","04511105","759411",2,"2","00000000","0",4,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.444,43.0656000000001,TRUE
"4110","370247","441771168","1STILL & MOVING CTR","QUEEN ST","HONOLULU","H","IHawaii","9681","4411","66116101","179110",1,"1","00000000","0",1,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4390999999999,43.0208000000001,TRUE
"4111","372350","641826559","2BARDO'S AUTO HAUS","KAWAIAHAO ST","HONOLULU","H","IHawaii","9681","4411","58111210","275320",1,"2","00000000","0",2,"0",NA,NA,"1PointAddress",NA,0,"2INFOGROU",0,-72.5071999999999,43.1378000000001,TRUE
"4112","374580","941912968","9UNITE HERE LOCAL 5","QUEEN ST","HONOLULU","H","IHawaii","9681","4413","08139300","186310",1,"0","212169819","5",4.5,"1",NA,NA,"8PointAddress",NA,0,"2INFOGROU",0,-72.4611,43.0654000000001,TRUE
"4113","374606","941913788","0YU CHUN KOREAN RESTAURANT","KAPIOLANI BLVD","HONOLULU","H","IHawaii","9681","4211","07225111","758120",8,"2","00000000","0",5,"0",NA,"K","2PointAddress",NA,0,"2INFOGROU",0,-72.4442999999999,43.1341000000001,TRUE
"4116","374704","041916723","4HAWAII AFFORDABLE PROPERTIES","QUEEN ST","HONOLULU","H","IHawaii","9681","4413","05312100","365311",8,"2","00000000","0",4,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.3101999999999,43.1310000000001,TRUE
"4117","385532","342142405","8ALOHA DOG","CUMMINS ST","HONOLULU","H","IHawaii","9681","4340","88129102","807521",1,"2","00000000","0",2,"0",NA,NA,"1StreetAddres","s",0,"2INFOGROU",0,-72.4097,43.1184,TRUE
"4118","392353","542199258","2PANYA BISTRO","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4423","37225111","758120",8,"2","00000000","0",8,"0",NA,"X","3PointAddress",NA,0,"2INFOGROU",0,-72.4283,43.0792,TRUE
"4119","392540","942201044","0BLUE TREE CAFE","KAPIOLANI BLVD","HONOLULU","H","IHawaii","9681","4212","27225111","758120",8,"2","00000000","0",1,"1",NA,"g","4PointAddress",NA,0,"2INFOGROU",0,-72.4263,43.0790000000001,TRUE
"4120","396188","342224911","1ELECTRIC CHARGING STATION","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4420","64471901","055411",2,"0","00000000","0",0,"0J",NA,"P","PointAddress",NA,0,"2INFOGROU",0,-72.4442999999999,43.1341000000001,TRUE
"4121","400414","042264470","2KEWALO BASIN HARBOR UNIT","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4490","17139300","744930",6,"2","00000000","0",4,"0",NA,NA,"4PointAddress",NA,0,"2INFOGROU",0,-72.4647999999999,43.1438000000001,TRUE
"4122","400440","342264873","2SYK CORP","KAWAIAHAO ST","HONOLULU","H","IHawaii","9681","4410","14243200","651362",8,"3","00000000","0",3,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4492999999999,43.1369,TRUE
"4123","401453","642281416","1TAJ CLUBHOUSE INC","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4520","74481300","356410",3,"2","00000000","0",7,"0",NA,NA,"5PointAddress",NA,0,"2INFOGROU",0,-72.4440999999999,43.1268000000001,TRUE
"4124","407529","942357602","7SPECIAL-T-TINTING","WARD AVE","HONOLULU","H","IHawaii","9681","4332","68111220","375360",1,"2","00000000","0",1,"0",NA,NA,"2StreetAddres","s",0,"2INFOGROU",0,-72.4578999999999,43.0689,TRUE
"4125","411107","842385653","9ITS ABOUT TIME","AUAHI ST","HONOLULU","H","IHawaii","9681","4413","49999900","499997",7,"0","00000000","0",0,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4630999999999,43.0706000000001,TRUE
"4126","413520","242419390","3DORAKU PACIFICA INC","KAPIOLANI BLVD","HONOLULU","H","IHawaii","9681","4211","27225111","758120",8,"2","00000000","0",6,"0",NA,"J","2PointAddress",NA,0,"2INFOGROU",0,-72.5138999999999,43.0307000000001,TRUE
"4129","415370","242444040","2VICTORIA WARD LTD","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4426","05312100","365311",8,"0","385645172","9",2,"1",NA,NA,"8PointAddress",NA,0,"2INFOGROU",0,-72.5109999999999,43.1348000000001,TRUE
"4130","417122","942472184","4ONE STOP FINANCIAL SVC","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4426","05239300","262820",3,"2","00000000","0",3,"0",NA,NA,"4PointAddress",NA,0,"2INFOGROU",0,-72.4729,43.0425,TRUE
"4131","420299","642514500","9BIG ISLAND DELIGHTS","AUAHI ST","HONOLULU","H","IHawaii","9681","4494","84451100","554110",2,"3","00000000","0",9,"0",NA,NA,"5PointAddress",NA,0,"2INFOGROU",0,-72.5223999999999,43.1365000000001,TRUE
"4132","420939","842517879","1GAIL & CO","KAMAKEE ST","HONOLULU","H","IHawaii","9681","4424","38121120","272310",6,"2","00000000","0",2,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4131,43.1149,TRUE
"4133","425889","642543146","1NGON RESTAURANT","KAWAIAHAO ST","HONOLULU","H","IHawaii","9681","4410","27225111","758120",8,"2","00000000","0",2,"0",NA,"W","1PointAddress",NA,0,"2INFOGROU",0,-72.3563,43.0823000000002,TRUE
"4134","426886","742547711","6BED BATH & BEYOND","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4521","44422993","657192",9,"3","297400399","8",2,"1B",NA,NA,"6PointAddress",NA,0,"2INFOGROU",0,-72.4251,43.0772000000001,TRUE
